time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 20:49:05.685557,CSI,0x4601,2,"[7,",na,"[4,",2222,-6.5dB,35.2us,"[0,",1,1,406.8,normal,0,invalid,-45.9dB,-53.6dB,-1.13us,-11627.1Hz,,,,,,
2025-08-03 20:49:05.690330,PHY,0x4601,1,,50,"[0,",,+17.4dB,19.2us,"[0,",1,,406.17,normal,0,valid,-15.0dB,-14.9dB,na,na,0,0,0,1,837.7,
2025-08-03 20:49:05.705324,PHY,0x4601,1,,na,"[0,",,+17.4dB,19.2us,"[0,",1,,408.7,normal,0,valid,-13.6dB,-13.6dB,na,na,4,0,0,,1466.6,yes
2025-08-03 20:49:05.705561,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.3dB,15.7us,"[0,",1,1,408.8,normal,0,valid,-11.8dB,-11.8dB,0.20us,-69.3Hz,,,,,,
2025-08-03 20:49:05.725283,PHY,0x4601,1,,na,"[0,",,-22.2dB,20.7us,"[0,",1,,410.7,normal,0,invalid,-47.1dB,-69.7dB,na,na,4,0,0,2,0.4,
2025-08-03 20:49:05.725305,PHY,0x4601,1,,na,"[0,",,+17.1dB,11.9us,"[0,",1,,410.7,normal,0,valid,-14.2dB,-14.3dB,na,na,0,0,0,1,1351.5,
2025-08-03 20:49:05.725554,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.8dB,24.9us,"[0,",1,1,410.8,normal,0,valid,-12.1dB,-12.1dB,0.19us,-27.5Hz,,,,,,
2025-08-03 20:49:05.730346,PHY,0x4601,1,,na,"[0,",,+17.3dB,17.2us,"[0,",1,,410.17,normal,0,valid,-14.1dB,-14.2dB,na,na,0,0,0,1,1434.1,
2025-08-03 20:49:05.745343,PHY,0x4601,1,,na,"[0,",,+17.1dB,20.8us,"[0,",1,,412.7,normal,0,valid,-13.9dB,-14.0dB,na,na,4,0,0,,1373.0,yes
2025-08-03 20:49:05.745466,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.0dB,14.2us,"[0,",1,1,412.8,normal,0,valid,-12.1dB,-12.1dB,0.19us,-27.8Hz,,,,,,
2025-08-03 20:49:05.765311,PHY,0x4601,1,,na,"[0,",,+17.4dB,20.3us,"[0,",1,,414.7,normal,0,valid,-11.0dB,-11.1dB,na,na,4,0,0,11,1463.7,
2025-08-03 20:49:05.765327,PHY,0x4601,1,,na,"[0,",,-15.5dB,11.6us,"[0,",1,,414.7,normal,0,invalid,-48.1dB,-64.5dB,na,na,0,0,0,22,0.8,
2025-08-03 20:49:05.765539,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.0dB,14.7us,"[0,",1,1,414.8,normal,0,valid,-12.3dB,-12.4dB,0.19us,-78.0Hz,,,,,,
2025-08-03 20:49:05.766247,PHY,0x4601,1,,na,"[0,",,+17.3dB,17.7us,"[0,",1,,414.9,normal,0,valid,-14.3dB,-14.4dB,na,na,0,0,0,1,1439.9,
2025-08-03 20:49:05.785246,PHY,0x4601,1,,na,"[0,",,+17.3dB,15.7us,"[0,",1,,416.7,normal,0,valid,-14.1dB,-14.2dB,na,na,4,0,0,,1440.1,yes
2025-08-03 20:49:05.785495,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.1dB,13.8us,"[0,",1,1,416.8,normal,0,valid,-12.3dB,-12.4dB,0.20us,-61.9Hz,,,,,,
2025-08-03 20:49:05.805596,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.8dB,14.3us,"[0,",1,1,418.8,normal,0,valid,-12.4dB,-12.5dB,0.21us,-17.9Hz,,,,,,
2025-08-03 20:49:05.814891,PHY,0x4601,2,"[6,",na,"[0,",,+33.0dB,24.7us,"[0,",1,1,419.7,normal,0,valid,-13.7dB,-13.7dB,0.21us,+72.9Hz,,,,111,,
2025-08-03 20:49:05.825332,PHY,0x4601,1,,na,"[0,",,+17.5dB,28.6us,"[0,",1,,420.7,normal,0,valid,-14.3dB,-14.3dB,na,na,4,0,0,,1482.9,yes
2025-08-03 20:49:05.825513,CSI,0x4601,2,"[7,",na,"[4,",1111,+30.0dB,21.4us,"[0,",1,1,420.8,normal,0,valid,-12.6dB,-12.6dB,0.20us,-97.6Hz,,,,,,
2025-08-03 20:49:05.845338,PHY,0x4601,1,,na,"[0,",,-18.9dB,19.7us,"[0,",1,,422.7,normal,0,invalid,-47.1dB,-67.2dB,na,na,4,0,0,2,0.5,
2025-08-03 20:49:05.845359,PHY,0x4601,1,,na,"[0,",,+17.1dB,11.7us,"[0,",1,,422.7,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,1376.4,
2025-08-03 20:49:05.845470,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.1dB,20.1us,"[0,",1,1,422.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,-61.0Hz,,,,,,
2025-08-03 20:49:05.865286,PHY,0x4601,1,,na,"[0,",,-17.3dB,15.2us,"[0,",1,,424.7,normal,0,invalid,-46.6dB,-64.4dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:05.865564,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.9dB,13.6us,"[0,",1,1,424.8,normal,0,valid,-12.5dB,-12.5dB,0.19us,-91.4Hz,,,,,,
2025-08-03 20:49:05.885243,PHY,0x4601,1,,na,"[0,",,-41.7dB,15.0us,"[0,",1,,426.7,normal,0,invalid,-47.3dB,-89.9dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:05.885521,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,13.1us,"[0,",1,1,426.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,-72.5Hz,,,,,,
2025-08-03 20:49:05.905306,PHY,0x4601,1,,na,"[0,",,-19.9dB,15.2us,"[0,",1,,428.7,normal,0,invalid,-47.3dB,-67.7dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:05.905568,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.8dB,13.0us,"[0,",1,1,428.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,-63.0Hz,,,,,,
2025-08-03 20:49:05.925265,PHY,0x4601,1,,na,"[0,",,-24.5dB,17.1us,"[0,",1,,430.7,normal,0,invalid,-46.8dB,-71.5dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:05.925505,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.8dB,18.0us,"[0,",1,1,430.8,normal,0,valid,-12.4dB,-12.4dB,0.21us,-14.4Hz,,,,,,
2025-08-03 20:49:05.935297,PHY,0x4601,1,,na,"[0,",,+17.2dB,17.9us,"[0,",1,,431.7,normal,0,valid,-14.5dB,-14.6dB,na,na,0,0,0,1,1415.5,
2025-08-03 20:49:05.945324,PHY,0x4601,1,,na,"[0,",,+17.6dB,14.1us,"[0,",1,,432.7,normal,0,valid,-14.2dB,-14.3dB,na,na,4,0,0,,1543.1,yes
2025-08-03 20:49:05.945585,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,16.5us,"[0,",1,1,432.8,normal,0,valid,-12.4dB,-12.5dB,0.19us,-72.6Hz,,,,,,
2025-08-03 20:49:05.965287,PHY,0x4601,1,,na,"[0,",,-34.5dB,14.8us,"[0,",1,,434.7,normal,0,invalid,-47.1dB,-82.0dB,na,na,4,0,0,,0.1,no
2025-08-03 20:49:05.965512,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.7dB,13.0us,"[0,",1,1,434.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,-86.3Hz,,,,,,
2025-08-03 20:49:05.985353,PHY,0x4601,1,,na,"[0,",,-19.4dB,22.0us,"[0,",1,,436.7,normal,0,invalid,-46.1dB,-66.4dB,na,na,4,0,0,,0.3,no
2025-08-03 20:49:05.985494,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.3dB,17.8us,"[0,",1,1,436.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,-78.0Hz,,,,,,
2025-08-03 20:49:06.005304,PHY,0x4601,1,,na,"[0,",,-18.4dB,15.6us,"[0,",1,,438.7,normal,0,invalid,-46.7dB,-65.7dB,na,na,4,0,0,,0.4,no
2025-08-03 20:49:06.005569,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.1dB,15.7us,"[0,",1,1,438.8,normal,0,valid,-12.5dB,-12.5dB,0.21us,-129.7Hz,,,,,,
2025-08-03 20:49:06.025262,PHY,0x4601,1,,na,"[0,",,-17.1dB,17.2us,"[0,",1,,440.7,normal,0,invalid,-47.0dB,-64.5dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:06.025531,CSI,0x4601,2,"[7,",na,"[4,",1111,+31.7dB,14.2us,"[0,",1,1,440.8,normal,0,valid,-12.5dB,-12.6dB,0.20us,-58.2Hz,,,,,,
2025-08-03 20:49:06.045319,PHY,0x4601,1,,na,"[0,",,-23.9dB,15.1us,"[0,",1,,442.7,normal,0,invalid,-47.2dB,-72.0dB,na,na,4,0,0,,0.1,no
2025-08-03 20:49:06.045588,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.4dB,14.7us,"[0,",1,1,442.8,normal,0,valid,-12.5dB,-12.5dB,0.21us,-93.6Hz,,,,,,
2025-08-03 20:49:06.065284,PHY,0x4601,1,,na,"[0,",,-29.1dB,21.4us,"[0,",1,,444.7,normal,0,invalid,-47.3dB,-77.7dB,na,na,4,0,0,,0.4,no
2025-08-03 20:49:06.065515,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.6dB,15.7us,"[0,",1,1,444.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,-68.9Hz,,,,,,
2025-08-03 20:49:06.085341,PHY,0x4601,1,,na,"[0,",,-21.4dB,16.0us,"[0,",1,,446.7,normal,0,invalid,-47.0dB,-69.1dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:06.085471,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,13.9us,"[0,",1,1,446.8,normal,0,valid,-12.4dB,-12.4dB,0.20us,-7.0Hz,,,,,,
2025-08-03 20:49:06.105293,PHY,0x4601,1,,na,"[0,",,-22.2dB,15.2us,"[0,",1,,448.7,normal,0,invalid,-47.4dB,-70.2dB,na,na,4,0,0,,0.6,no
2025-08-03 20:49:06.105569,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.8dB,13.1us,"[0,",1,1,448.8,normal,0,valid,-12.4dB,-12.5dB,0.20us,-150.7Hz,,,,,,
2025-08-03 20:49:06.125252,PHY,0x4601,1,,na,"[0,",,-16.5dB,14.5us,"[0,",1,,450.7,normal,0,invalid,-46.7dB,-63.9dB,na,na,4,0,0,,0.2,no
2025-08-03 20:49:06.125527,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.2dB,11.7us,"[0,",1,1,450.8,normal,0,valid,-12.5dB,-12.6dB,0.20us,-121.7Hz,,,,,,
2025-08-03 20:49:06.145313,PHY,0x4601,1,,na,"[0,",,-12.1dB,15.0us,"[0,",1,,452.7,normal,0,invalid,-47.4dB,-60.0dB,na,na,4,0,0,,1.0,no
2025-08-03 20:49:06.145556,CSI,0x4601,2,"[7,",na,"[4,",1111,+36.9dB,12.1us,"[0,",1,1,452.8,normal,0,valid,-12.5dB,-12.5dB,0.20us,+19.1Hz,,,,,,
