ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 20:11:56.342762,2.06,17.2,0,130.0
6,2025-08-03 20:11:57.342762,5.88,49.3,0,398.0
6,2025-08-03 20:11:58.342762,5.88,49.3,0,673.0
6,2025-08-03 20:11:59.342762,5.88,49.3,0,944.0
6,2025-08-03 20:12:00.342762,5.5,46.1,0,1.17
6,2025-08-03 20:12:01.342762,5.25,44.0,0,1.44
6,2025-08-03 20:12:02.342762,5.25,44.0,0,1.7
6,2025-08-03 20:12:03.342762,5.38,45.1,0,1.97
6,2025-08-03 20:12:04.342762,5.62,47.2,0,2.26
6,2025-08-03 20:12:05.342762,6.75,56.6,0,2.54
6,2025-08-03 20:12:06.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:07.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:08.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:09.342762,6.38,53.5,0,2.54
6,2025-08-03 20:12:10.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:11.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:12.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:13.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:14.342762,6.75,56.6,0,2.54
6,2025-08-03 20:12:15.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:16.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:17.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:18.342762,6.38,53.5,0,2.54
6,2025-08-03 20:12:19.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:20.342762,6.75,56.6,0,2.54
6,2025-08-03 20:12:21.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:22.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:23.342762,6.75,56.6,0,2.54
6,2025-08-03 20:12:24.342762,6.5,54.5,0,2.54
6,2025-08-03 20:12:25.342762,6.62,55.6,0,2.54
6,2025-08-03 20:12:26.342762,6.75,56.6,0,2.54
6,2025-08-03 20:12:27.342762,6.38,53.5,0,2.54
6,2025-08-03 20:12:28.342762,2.12,53.7,0,2.54
