time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 20:48:13.363807,CSI,0x4601,2,"[7,",na,"[4,",2222,-5.0dB,23.8us,"[0,",1,1,422.8,normal,0,invalid,-45.0dB,-51.5dB,1.06us,+4581.4Hz,,,,,,
2025-08-03 20:48:13.368642,PHY,0x4601,1,,50,"[0,",,+22.7dB,25.9us,"[0,",1,,422.17,normal,0,valid,-14.8dB,-14.7dB,na,na,0,0,0,1,2819.5,
2025-08-03 20:48:13.383632,PHY,0x4601,1,,na,"[0,",,+22.6dB,23.6us,"[0,",1,,424.7,normal,0,valid,-13.3dB,-13.3dB,na,na,4,0,0,,4834.2,yes
2025-08-03 20:48:13.383897,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.9dB,14.2us,"[0,",1,1,424.8,normal,0,valid,-11.5dB,-11.5dB,0.11us,-4.4Hz,,,,,,
2025-08-03 20:48:13.403597,PHY,0x4601,1,,na,"[0,",,-16.7dB,21.1us,"[0,",1,,426.7,normal,0,invalid,-47.0dB,-64.1dB,na,na,4,0,0,2,0.2,
2025-08-03 20:48:13.403621,PHY,0x4601,1,,na,"[0,",,+22.2dB,11.5us,"[0,",1,,426.7,normal,0,valid,-14.0dB,-14.0dB,na,na,0,0,0,1,4375.2,
2025-08-03 20:48:13.403836,CSI,0x4601,2,"[7,",na,"[4,",1111,+32.6dB,27.2us,"[0,",1,1,426.8,normal,0,valid,-11.8dB,-11.8dB,0.13us,-51.2Hz,,,,,,
2025-08-03 20:48:13.408651,PHY,0x4601,1,,na,"[0,",,+10.8dB,16.0us,"[0,",1,,426.17,normal,0,valid,-10.8dB,-11.2dB,na,na,0,0,0,11,321.7,
2025-08-03 20:48:13.423644,PHY,0x4601,1,,na,"[0,",,+10.9dB,15.6us,"[0,",1,,428.7,normal,0,valid,-13.6dB,-13.9dB,na,na,4,0,0,,325.3,yes
2025-08-03 20:48:13.423923,CSI,0x4601,2,"[7,",na,"[4,",1111,+29.4dB,15.1us,"[0,",1,1,428.8,normal,0,valid,-11.8dB,-12.0dB,0.46us,-46.9Hz,,,,,,
