time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,max_pusch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_max_pusch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-08-03 22:17:30.956304,metric,51,561,243,0,0,0,0,0,0,0,0,0,1usec,237usec,159.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 22:17:31.956347,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,18usec,227.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 22:17:32.956264,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,381.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 22:17:33.956370,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,22usec,413.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-03 22:17:34.956437,metric,51,1400,600,1,0,0,0,0.0143,0.0233,0,0,1,6usec,45usec,566.1,14kbps,75kbps,4.5ms,5.5ms,4.5ms,4ms,0x4601,503.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4ms,,,,4601,1,13,1.0,9,14kbps,19,1,5%,0,126,-0.0039999997,33.3,-3.3,1,26,75kbps,13,0,0%,112,0,11,0,0,0,0,0,0,235ns,n/a,8,4.58ms,5.5ms,4.42ms,4ms,4.06ms
2025-08-03 22:17:35.956332,metric,51,1400,600,0,0,0,1,0.00857,0.11,0,0,1,9usec,32usec,641.0,19kbps,994kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,14,1.0,24,20kbps,12,0,0%,0,24,0.0050000013,35.5,-3.5,1,27,995kbps,66,0,0%,1030,2.01k,6,0,0,0,0,0,0,178ns,n/a,3,4.5ms,4.5ms,4.48ms,4.21ms,4.06ms
2025-08-03 22:17:36.956442,metric,51,1400,600,0,0,0,2,0.00643,0.15,0,0,1,9usec,32usec,786.16,14kbps,1.4Mbps,4.5ms,4.5ms,,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,n/a,4.5ms,,,,4601,1,15,1.0,27,15kbps,8,0,0%,3,18,0.0050000013,35.3,-3.6,1,27,1.4Mbps,90,0,0%,1486,0,1,0,0,0,0,0,0,167ns,n/a,8,4.49ms,4.5ms,4.46ms,4.19ms,n/a
2025-08-03 22:17:37.956367,metric,51,1400,600,0,0,3,0,0.107,0.0483,0,0,1,9usec,36usec,876.5,4.4Mbps,192kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,26,4.4Mbps,140,4,2%,0,5583,0.0020000055,33.8,-3.6,1,27,193kbps,28,1,3%,229,0,20,0,0,0,0,0,-0.099000014,200ns,n/a,4,4.5ms,4.5ms,4.4ms,4.06ms,4.01ms
2025-08-03 22:17:38.956410,metric,51,1400,600,0,0,33,0,0.708,0.11,0,0,1,13usec,54usec,942.16,40Mbps,521kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,40Mbps,988,1,0%,183k,46873,0.008000007,34.3,-3.6,1,27,522kbps,65,1,1%,561,384,25,0,0,0,0,0,-0.19800003,208ns,n/a,7,4.5ms,4.5ms,4.3ms,4.07ms,3.95ms
2025-08-03 22:17:39.956377,metric,51,1400,600,0,0,49,1,1,0.135,0,0,1,15usec,58usec,1009.16,58Mbps,583kbps,4.5ms,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1400,0,0%,587k,68904,0.008000007,34.5,-3.7,1,27,583kbps,81,0,0%,601,0,17,0,0,0,0,0,-0.19800003,213ns,n/a,7,4.48ms,4.5ms,4.2ms,4.03ms,3.95ms
