time,log_type,rnti,format,prb,prb2,symb,csi1,sinr,t,bwp,n_id,n_id0,slot,cp,ports,status,epre,rsrp,t_align,cfo,prb1,cs,occ,ack,metric,sr
2025-08-03 19:32:44.540905,CSI,0x4601,2,"[7,",na,"[4,",2222,-7.2dB,25.8us,"[0,",1,1,342.8,normal,0,invalid,-44.6dB,-52.1dB,1.04us,-8109.6Hz,,,,,,
2025-08-03 19:32:44.545616,PHY,0x4601,1,,50,"[0,",,+17.5dB,19.3us,"[0,",1,,342.17,normal,0,valid,-14.0dB,-13.9dB,na,na,0,0,0,1,857.2,
2025-08-03 19:32:44.560627,PHY,0x4601,1,,na,"[0,",,+17.7dB,20.0us,"[0,",1,,344.7,normal,0,valid,-12.6dB,-12.6dB,na,na,4,0,0,,1553.8,yes
2025-08-03 19:32:44.560840,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.7dB,13.1us,"[0,",1,1,344.8,normal,0,valid,-10.8dB,-10.8dB,0.20us,-65.6Hz,,,,,,
2025-08-03 19:32:44.580678,PHY,0x4601,1,,na,"[0,",,-20.7dB,20.6us,"[0,",1,,346.7,normal,0,invalid,-46.6dB,-67.5dB,na,na,4,0,0,2,0.1,
2025-08-03 19:32:44.580700,PHY,0x4601,1,,na,"[0,",,+17.6dB,12.5us,"[0,",1,,346.7,normal,0,valid,-13.2dB,-13.3dB,na,na,0,0,0,1,1534.8,
2025-08-03 19:32:44.580807,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.7dB,22.8us,"[0,",1,1,346.8,normal,0,valid,-11.1dB,-11.1dB,0.20us,-27.8Hz,,,,,,
2025-08-03 19:32:44.585636,PHY,0x4601,1,,na,"[0,",,+17.7dB,17.0us,"[0,",1,,346.17,normal,0,valid,-13.1dB,-13.2dB,na,na,0,0,0,1,1582.4,
2025-08-03 19:32:44.600629,PHY,0x4601,1,,na,"[0,",,+17.6dB,16.0us,"[0,",1,,348.7,normal,0,valid,-12.9dB,-13.0dB,na,na,4,0,0,,1539.7,yes
2025-08-03 19:32:44.600902,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.5dB,14.1us,"[0,",1,1,348.8,normal,0,valid,-11.0dB,-11.0dB,0.19us,-23.8Hz,,,,,,
2025-08-03 19:32:44.620582,PHY,0x4601,1,,na,"[0,",,+17.7dB,15.9us,"[0,",1,,350.7,normal,0,valid,-10.2dB,-10.3dB,na,na,4,0,0,11,1584.1,
2025-08-03 19:32:44.620597,PHY,0x4601,1,,na,"[0,",,-23.1dB,11.5us,"[0,",1,,350.7,normal,0,invalid,-47.6dB,-71.7dB,na,na,0,0,0,22,0.2,
2025-08-03 19:32:44.620863,CSI,0x4601,2,"[7,",na,"[4,",1111,+35.5dB,13.8us,"[0,",1,1,350.8,normal,0,valid,-11.4dB,-11.4dB,0.19us,-130.8Hz,,,,,,
2025-08-03 19:32:44.621645,PHY,0x4601,1,,na,"[0,",,+17.7dB,22.9us,"[0,",1,,350.9,normal,0,valid,-13.5dB,-13.6dB,na,na,0,0,0,1,1559.1,
2025-08-03 19:32:44.640643,PHY,0x4601,1,,na,"[0,",,+17.8dB,16.0us,"[0,",1,,352.7,normal,0,valid,-13.4dB,-13.5dB,na,na,4,0,0,,1609.8,yes
2025-08-03 19:32:44.640900,CSI,0x4601,2,"[7,",na,"[4,",1111,+34.7dB,13.6us,"[0,",1,1,352.8,normal,0,valid,-11.6dB,-11.6dB,0.19us,-138.6Hz,,,,,,
2025-08-03 19:32:44.660866,CSI,0x4601,2,"[7,",na,"[4,",1111,+33.6dB,11.6us,"[0,",1,1,354.8,normal,0,valid,-11.8dB,-11.8dB,0.19us,-135.6Hz,,,,,,
2025-08-03 19:32:44.670179,PHY,0x4601,2,"[6,",na,"[0,",,+35.5dB,26.0us,"[0,",1,1,355.7,normal,0,valid,-13.2dB,-13.2dB,0.20us,-15.0Hz,,,,111,,
