ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-08-03 19:56:20.904789,2.06,17.2,0,130.0
6,2025-08-03 19:56:21.904789,5.88,49.3,0,398.0
6,2025-08-03 19:56:22.904789,5.88,49.3,0,673.0
6,2025-08-03 19:56:23.904789,5.88,49.3,0,944.0
6,2025-08-03 19:56:24.904789,5.5,46.1,0,1.17
6,2025-08-03 19:56:25.904789,5.25,44.0,0,1.44
6,2025-08-03 19:56:26.904789,5.25,44.0,0,1.7
6,2025-08-03 19:56:27.904789,5.38,45.1,0,1.97
6,2025-08-03 19:56:28.904789,5.62,47.2,0,2.26
6,2025-08-03 19:56:29.904789,6.75,56.6,0,2.54
6,2025-08-03 19:56:30.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:31.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:32.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:33.904789,6.38,53.5,0,2.54
6,2025-08-03 19:56:34.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:35.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:36.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:37.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:38.904789,6.75,56.6,0,2.54
6,2025-08-03 19:56:39.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:40.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:41.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:42.904789,6.38,53.5,0,2.54
6,2025-08-03 19:56:43.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:44.904789,6.75,56.6,0,2.54
6,2025-08-03 19:56:45.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:46.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:47.904789,6.75,56.6,0,2.54
6,2025-08-03 19:56:48.904789,6.5,54.5,0,2.54
6,2025-08-03 19:56:49.904789,6.62,55.6,0,2.54
6,2025-08-03 19:56:50.904789,6.75,56.6,0,2.54
6,2025-08-03 19:56:51.904789,6.38,53.5,0,2.54
6,2025-08-03 19:56:52.904789,2.12,53.7,0,2.54
