ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 08:41:27.703326,2.15,18.0,0,129.0
6,2025-07-24 08:41:28.703326,6.25,52.4,0,421.0
6,2025-07-24 08:41:29.703326,7.38,61.9,0,762.0
6,2025-07-24 08:41:30.703326,5.75,48.2,0,1.06
6,2025-07-24 08:41:31.703326,5.38,45.1,0,1.06
6,2025-07-24 08:41:32.703326,5.38,45.1,0,1.06
6,2025-07-24 08:41:33.703326,5.38,45.1,0,1.06
6,2025-07-24 08:41:34.703326,5.38,45.1,0,1.09
6,2025-07-24 08:41:35.703326,2.62,22.0,0,1.2
6,2025-07-24 08:41:36.703326,2.25,18.9,0,1.32
6,2025-07-24 08:41:37.703326,2.5,21.0,0,1.44
6,2025-07-24 08:41:38.703326,2.12,17.8,0,1.55
6,2025-07-24 08:41:39.703326,2.38,19.9,0,1.68
6,2025-07-24 08:41:40.703326,1.25,10.5,0,1.74
6,2025-07-24 08:41:41.703326,768.0,6.29,0,1.78
6,2025-07-24 08:41:42.703326,768.0,6.29,0,1.85
6,2025-07-24 08:41:43.703326,768.0,6.29,0,2.02
6,2025-07-24 08:41:44.703326,768.0,6.29,0,2.28
6,2025-07-24 08:41:45.703326,896.0,7.34,0,2.64
6,2025-07-24 08:41:46.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:47.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:48.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:49.703326,896.0,7.34,0,2.64
6,2025-07-24 08:41:50.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:51.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:52.703326,896.0,7.34,0,2.64
6,2025-07-24 08:41:53.703326,768.0,6.29,0,2.64
6,2025-07-24 08:41:54.703326,896.0,7.34,0,2.64
6,2025-07-24 08:41:55.703326,1.5,12.6,0,2.64
6,2025-07-24 08:41:56.703326,2.5,21.0,0,2.64
6,2025-07-24 08:41:57.703326,5.38,45.1,0,2.64
6,2025-07-24 08:41:58.703326,6.62,55.6,0,2.64
6,2025-07-24 08:41:59.703326,4.25,55.4,0,2.64
