time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ul_olla,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay,ue_ul_olla
2025-07-24 04:49:28.355187,metric,51,1400,600,0,0,40,0,0.865,0.095,0,0,1,13usec,41usec,455.16,48Mbps,380kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,48Mbps,1195,17,1%,0,57093,0.013999165,33.1,-6.7,1,27,381kbps,57,0,0%,393,535,35,1,1,0,0,0,214ns,n/a,11,4.46ms,4.5ms,4.21ms,4.05ms,4.5ms,3.95ms,-0.99000025
2025-07-24 04:49:29.355220,metric,51,1400,600,0,0,41,0,0.881,0.0917,0,0,1,13usec,39usec,555.16,47Mbps,360kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1189,44,3%,22.3k,58248,0.004999172,33.0,-6.6,1,27,361kbps,54,0,0%,379,74,39,0,0,0,0,0,227ns,n/a,11,4.46ms,4.5ms,4.31ms,4.08ms,4.5ms,3.95ms,-0.99000025
2025-07-24 04:49:30.355245,metric,51,1400,600,0,0,46,0,0.964,0.0883,0,0,1,13usec,39usec,639.3,47Mbps,366kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,24,47Mbps,1278,71,5%,31.3k,64668,0.72399086,33.1,-6.7,1,27,366kbps,54,0,0%,371,0,44,0,0,0,0,0,204ns,n/a,11,4.45ms,4.5ms,4.23ms,4.01ms,4.5ms,3.94ms,-0.99000025
2025-07-24 04:49:31.355276,metric,51,1400,600,0,0,45,0,0.945,0.0833,0,0,1,13usec,40usec,676.15,47Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,14,1.0,26,47Mbps,1208,115,8%,49.9k,63070,0.992983,33.1,-6.7,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,182ns,n/a,11,4.46ms,4.5ms,4.29ms,4.04ms,4.5ms,3.94ms,-0.99000025
2025-07-24 04:49:32.355316,metric,51,1400,600,0,0,45,0,0.96,0.0833,0,0,1,13usec,41usec,836.16,47Mbps,335kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,14,1.0,26,47Mbps,1207,137,10%,70.1k,64309,0.984976,33.1,-6.7,1,27,335kbps,50,0,0%,346,0,50,0,0,0,0,0,190ns,n/a,11,4.48ms,4.5ms,4.29ms,4.04ms,4.5ms,3.93ms,-0.99000025
2025-07-24 04:49:33.355294,metric,51,1400,600,0,0,46,0,0.97,0.0867,0,0,1,13usec,41usec,955.16,47Mbps,354kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,25,47Mbps,1221,137,10%,82.5k,65458,1.0179734,32.5,-6.6,1,27,355kbps,50,2,3%,412,0,43,3,3,1,0,0,202ns,n/a,11,4.47ms,4.5ms,4.26ms,4.07ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:34.355102,metric,51,1400,600,0,0,48,0,0.996,0.0833,0,0,1,13usec,42usec,2.6,47Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,25,47Mbps,1236,158,11%,95.2k,67973,1.0930308,33.2,-6.7,1,27,339kbps,50,0,0%,350,0,50,1,1,1,0,0,203ns,n/a,11,4.46ms,4.5ms,4.21ms,4.02ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:35.355196,metric,51,1400,600,0,0,48,0,0.994,0.0833,0,0,1,13usec,48usec,67.16,47Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,25,47Mbps,1232,159,11%,109k,68119,1.173088,33.0,-6.6,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,208ns,n/a,11,4.45ms,4.5ms,4.22ms,4.03ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:36.355281,metric,51,1400,600,0,0,48,0,0.999,0.0833,0,0,1,13usec,40usec,223.11,47Mbps,339kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,25,47Mbps,1238,161,11%,118k,68244,1.2501454,32.9,-6.7,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,216ns,n/a,11,4.47ms,4.5ms,4.23ms,4.02ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:37.355156,metric,51,1400,600,0,0,47,0,0.979,0.0833,0,0,1,13usec,43usec,258.16,47Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,25,47Mbps,1245,127,9%,136k,66149,1.3882029,32.7,-6.7,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,223ns,n/a,11,4.46ms,4.5ms,4.26ms,4.04ms,4.5ms,3.93ms,-1.1880002
2025-07-24 04:49:38.355277,metric,51,1400,600,0,0,45,0,0.954,0.0833,0,0,1,13usec,41usec,389.3,47Mbps,335kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,26,47Mbps,1230,103,7%,377,63733,1.2382445,32.9,-6.7,1,27,335kbps,50,0,0%,346,0,50,0,0,0,0,0,226ns,n/a,11,4.47ms,4.5ms,4.23ms,4.05ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:39.355144,metric,51,1400,600,0,0,44,0,0.939,0.0833,0,0,1,13usec,41usec,516.15,47Mbps,337kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,26,47Mbps,1207,106,8%,6.03k,62491,0.98624057,33.0,-6.7,1,27,337kbps,50,0,0%,348,0,50,0,0,0,0,0,177ns,n/a,11,4.44ms,4.5ms,4.26ms,4.02ms,4.5ms,3.93ms,-1.1880002
2025-07-24 04:49:40.355252,metric,51,1400,600,0,0,43,0,0.925,0.0833,0,0,1,13usec,33usec,605.6,47Mbps,335kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,14,1.0,26,47Mbps,1208,87,6%,14.8k,61417,0.95523906,32.9,-6.7,1,27,335kbps,50,0,0%,346,0,50,0,0,0,0,0,183ns,n/a,11,4.48ms,4.5ms,4.27ms,4.01ms,4.5ms,3.93ms,-1.1880002
2025-07-24 04:49:41.355347,metric,51,1400,600,0,0,42,0,0.906,0.085,0,0,1,13usec,49usec,659.16,47Mbps,342kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1198,71,5%,24.8k,60055,0.7342358,33.0,-6.6,1,27,342kbps,51,0,0%,353,0,47,0,0,0,0,0,190ns,n/a,11,4.46ms,4.5ms,4.24ms,4.02ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:42.355194,metric,51,1400,600,0,0,42,0,0.894,0.0833,0,0,1,13usec,57usec,836.3,47Mbps,337kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1194,57,4%,35.6k,58939,0.46023256,32.9,-6.7,1,27,337kbps,50,0,0%,348,0,45,0,0,0,0,0,200ns,n/a,11,4.45ms,4.5ms,4.27ms,4.03ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:43.355303,metric,51,1400,600,0,0,42,0,0.9,0.085,0,0,1,13usec,40usec,864.3,47Mbps,344kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1197,63,5%,48.9k,59862,0.19022909,32.8,-6.7,1,27,344kbps,51,0,0%,355,0,44,0,0,0,0,0,203ns,n/a,11,4.49ms,4.5ms,4.26ms,4.04ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:44.355180,metric,51,1400,600,0,0,42,0,0.891,0.0867,0,0,1,13usec,37usec,991.12,47Mbps,347kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1201,46,3%,63.1k,58961,0.06322655,32.9,-6.7,1,27,347kbps,52,0,0%,358,0,43,0,0,0,0,0,210ns,n/a,11,4.44ms,4.5ms,4.2ms,4.02ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:45.355214,metric,51,1400,600,0,0,41,0,0.879,0.0833,0,0,1,13usec,39usec,98.12,47Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1186,45,3%,68.4k,58643,0.0042265705,32.9,-6.7,1,27,339kbps,50,0,0%,350,0,48,0,0,0,0,0,219ns,n/a,11,4.5ms,4.5ms,4.25ms,4.05ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:46.355286,metric,51,1400,600,0,0,42,0,0.888,0.0833,0,0,1,12usec,40usec,150.16,47Mbps,333kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1191,52,4%,90.6k,59057,0.0012265951,32.7,-6.6,1,27,333kbps,50,0,0%,344,0,47,0,0,0,0,0,224ns,n/a,11,4.45ms,4.5ms,4.3ms,4.1ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:47.355256,metric,51,1400,600,0,0,42,0,0.894,0.0833,0,0,1,13usec,38usec,239.3,47Mbps,333kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1195,57,4%,99.1k,59380,0.007226627,32.8,-6.6,1,27,333kbps,50,0,0%,344,0,47,0,0,0,0,0,224ns,n/a,11,4.42ms,4.5ms,4.18ms,4.04ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:48.355368,metric,51,1400,600,0,0,42,0,0.896,0.0833,0,0,1,13usec,36usec,427.13,47Mbps,339kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,47Mbps,1197,59,4%,116k,59654,0.013226659,33.1,-6.7,1,27,339kbps,50,0,0%,350,0,50,0,0,0,0,0,178ns,n/a,11,4.46ms,4.5ms,4.24ms,4.05ms,4.5ms,3.94ms,-1.1880002
2025-07-24 04:49:49.355165,metric,51,1400,600,0,0,42,0,0.886,0.0933,0,0,1,12usec,48usec,483.16,47Mbps,384kbps,4.5ms,4.5ms,5.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,5.5ms,,,,4601,1,15,1.0,26,47Mbps,1203,42,3%,136k,59306,0.20922686,32.8,-6.4,1,27,385kbps,55,1,1%,420,0,40,2,1,0,0,0,183ns,n/a,11,4.46ms,4.5ms,4.21ms,4.05ms,4.5ms,3.96ms,-1.2860001
2025-07-24 04:49:50.355176,metric,51,1400,600,0,0,39,0,0.846,0.1,0,0,1,12usec,39usec,570.16,47Mbps,407kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1179,1,0%,374,55763,0.20022686,33.2,-6.5,1,27,407kbps,60,0,0%,420,384,36,0,0,0,0,0,192ns,n/a,11,4.48ms,4.5ms,4.23ms,4.03ms,4.5ms,3.96ms,-1.2860001
2025-07-24 04:49:51.355179,metric,51,1400,600,0,0,40,0,0.855,0.0917,0,0,1,12usec,36usec,652.3,47Mbps,371kbps,4.5ms,6ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1184,12,1%,0,56362,0.09222682,33.3,-6.5,1,27,371kbps,55,0,0%,383,0,34,1,1,0,0,0,200ns,n/a,11,4.47ms,6ms,4.23ms,4.02ms,4.5ms,3.95ms,-1.2860001
2025-07-24 04:49:52.355237,metric,51,1400,600,0,0,39,0,0.847,0.0933,0,0,1,12usec,41usec,731.1,47Mbps,374kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1182,3,0%,5.56k,55839,0.083226815,33.2,-6.4,1,27,374kbps,56,0,0%,386,745,34,0,0,0,0,0,206ns,n/a,11,4.45ms,4.5ms,4.25ms,4.06ms,4.5ms,3.96ms,-1.2860001
2025-07-24 04:49:53.355260,metric,51,1400,600,0,0,39,0,0.844,0.095,0,0,1,12usec,58usec,858.3,47Mbps,384kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,47Mbps,1181,0,0%,16.7k,55560,0.083226815,33.2,-6.4,1,27,385kbps,57,0,0%,397,276,29,0,0,0,0,0,214ns,n/a,11,4.45ms,4.5ms,4.23ms,4.04ms,4.5ms,3.96ms,-1.2860001
