ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 07:40:43.965797,2.06,17.2,0,128.0
6,2025-07-24 07:40:44.965797,6.38,53.5,0,421.0
6,2025-07-24 07:40:45.965797,7.25,60.8,0,760.0
6,2025-07-24 07:40:46.965797,5.88,49.3,0,1.07
6,2025-07-24 07:40:47.965797,5.38,45.1,0,1.07
6,2025-07-24 07:40:48.965797,5.38,45.1,0,1.07
6,2025-07-24 07:40:49.965797,5.25,44.0,0,1.07
6,2025-07-24 07:40:50.965797,5.38,45.1,0,1.17
6,2025-07-24 07:40:51.965797,4.38,36.7,0,1.37
6,2025-07-24 07:40:52.965797,3.75,31.5,0,1.56
6,2025-07-24 07:40:53.965797,3.88,32.5,0,1.76
6,2025-07-24 07:40:54.965797,3.88,32.5,0,1.95
6,2025-07-24 07:40:55.965797,3.88,32.5,0,2.15
6,2025-07-24 07:40:56.965797,3.75,31.5,0,2.24
6,2025-07-24 07:40:57.965797,4.0,33.5,0,2.24
6,2025-07-24 07:40:58.965797,3.88,32.5,0,2.24
6,2025-07-24 07:40:59.965797,3.75,31.5,0,2.24
6,2025-07-24 07:41:00.965797,3.88,32.5,0,2.24
6,2025-07-24 07:41:01.965797,3.88,32.5,0,2.24
6,2025-07-24 07:41:02.965797,4.0,33.5,0,2.24
6,2025-07-24 07:41:03.965797,3.75,31.5,0,2.24
6,2025-07-24 07:41:04.965797,3.88,32.5,0,2.24
6,2025-07-24 07:41:05.965797,3.88,32.5,0,2.24
6,2025-07-24 07:41:06.965797,4.0,33.6,0,2.24
6,2025-07-24 07:41:07.965797,3.75,31.5,0,2.24
6,2025-07-24 07:41:08.965797,3.88,32.5,0,2.24
6,2025-07-24 07:41:09.965797,4.0,33.6,0,2.24
6,2025-07-24 07:41:10.965797,6.0,50.3,0,3.4
6,2025-07-24 07:41:11.965797,6.62,55.6,0,3.4
6,2025-07-24 07:41:12.965797,6.5,54.5,0,3.4
6,2025-07-24 07:41:13.965797,6.5,54.5,0,3.4
6,2025-07-24 07:41:14.965797,6.25,55.6,0,3.4
