ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 15:27:10.508599,5.46,45.8,0,362.0
6,2025-07-24 15:27:11.508599,5.38,45.1,0,396.0
6,2025-07-24 15:27:12.508599,5.25,44.0,0,396.0
6,2025-07-24 15:27:13.508599,5.38,45.1,0,396.0
6,2025-07-24 15:27:14.508599,5.12,43.0,0,396.0
6,2025-07-24 15:27:15.508599,5.38,45.1,0,635.0
6,2025-07-24 15:27:16.508599,5.62,47.2,0,928.0
6,2025-07-24 15:27:17.508599,5.12,43.0,0,1.05
6,2025-07-24 15:27:18.508599,128.0,1.05,8,1.05
6,2025-07-24 15:27:19.508599,0.0,0.0,0,1.05
6,2025-07-24 15:27:20.508599,0.0,0.0,0,1.06
6,2025-07-24 15:27:21.508599,0.0,0.0,0,1.06
6,2025-07-24 15:27:22.508599,0.0,0.0,1,494.0
6,2025-07-24 15:27:23.508599,0.0,0.0,10,561.0
6,2025-07-24 15:27:24.508599,0.0,0.0,6,561.0
6,2025-07-24 15:27:25.508599,0.0,0.0,8,561.0
6,2025-07-24 15:27:26.508599,0.0,0.0,32,561.0
6,2025-07-24 15:27:27.508599,0.0,0.0,6,561.0
6,2025-07-24 15:27:28.508599,0.0,0.0,33,22.4
6,2025-07-24 15:27:29.508599,0.0,0.0,78,38.2
6,2025-07-24 15:27:30.508599,512.0,4.19,105,44.8
6,2025-07-24 15:27:31.508599,256.0,2.1,121,52.7
6,2025-07-24 15:27:32.508599,128.0,1.05,76,36.9
6,2025-07-24 15:27:33.508599,128.0,1.05,58,36.9
6,2025-07-24 15:27:34.508599,128.0,1.05,41,36.9
6,2025-07-24 15:27:35.508599,128.0,1.05,65,36.9
6,2025-07-24 15:27:36.508599,128.0,1.05,66,36.9
6,2025-07-24 15:27:37.508599,384.0,3.15,113,39.5
6,2025-07-24 15:27:38.508599,1.25,10.5,0,57.9
6,2025-07-24 15:27:39.508599,1.88,15.7,0,77.7
6,2025-07-24 15:27:40.508599,2.38,19.9,0,96.1
6,2025-07-24 15:27:41.508599,3.38,28.3,0,120.0
6,2025-07-24 15:27:42.508599,3.5,37.0,0,140.0
