ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 05:50:46.893285,2.06,17.3,0,126.0
6,2025-07-24 05:50:47.893285,6.62,55.6,0,432.0
6,2025-07-24 05:50:48.893285,7.25,60.8,0,771.0
6,2025-07-24 05:50:49.893285,5.62,47.2,0,1.05
6,2025-07-24 05:50:50.893285,5.38,45.1,0,1.05
6,2025-07-24 05:50:51.893285,5.25,44.0,0,1.05
6,2025-07-24 05:50:52.893285,5.38,45.1,0,1.05
6,2025-07-24 05:50:53.893285,5.38,45.1,0,1.07
6,2025-07-24 05:50:54.893285,5.38,45.1,0,1.31
6,2025-07-24 05:50:55.893285,5.38,45.1,0,1.56
6,2025-07-24 05:50:56.893285,5.25,44.0,0,1.8
6,2025-07-24 05:50:57.893285,5.0,41.9,0,2.05
6,2025-07-24 05:50:58.893285,4.62,38.8,0,2.29
6,2025-07-24 05:50:59.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:00.893285,5.0,41.9,0,2.37
6,2025-07-24 05:51:01.893285,4.75,39.8,0,2.37
6,2025-07-24 05:51:02.893285,5.12,43.0,0,2.37
6,2025-07-24 05:51:03.893285,4.75,39.8,0,2.37
6,2025-07-24 05:51:04.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:05.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:06.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:07.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:08.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:09.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:10.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:11.893285,4.88,40.9,0,2.37
6,2025-07-24 05:51:12.893285,4.75,39.8,0,2.37
6,2025-07-24 05:51:13.893285,5.5,46.1,0,2.37
6,2025-07-24 05:51:14.893285,6.0,50.3,0,2.37
6,2025-07-24 05:51:15.893285,6.12,51.4,0,2.37
6,2025-07-24 05:51:16.893285,6.12,51.4,0,2.37
6,2025-07-24 05:51:17.893285,6.12,51.4,0,2.37
6,2025-07-24 05:51:18.893285,3.62,52.0,0,2.37
