ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 10:25:27.294604,2.02,17.0,0,122.0
6,2025-07-24 10:25:28.294604,6.38,53.5,0,421.0
6,2025-07-24 10:25:29.294604,7.0,58.7,0,742.0
6,2025-07-24 10:25:30.294604,6.12,51.4,0,1.07
6,2025-07-24 10:25:31.294604,5.38,45.1,0,1.07
6,2025-07-24 10:25:32.294604,5.38,45.1,0,1.07
6,2025-07-24 10:25:33.294604,5.38,45.1,0,1.07
6,2025-07-24 10:25:34.294604,4.88,40.9,0,1.17
6,2025-07-24 10:25:35.294604,3.5,29.4,0,1.34
6,2025-07-24 10:25:36.294604,3.25,27.3,0,1.5
6,2025-07-24 10:25:37.294604,3.25,27.3,0,1.67
6,2025-07-24 10:25:38.294604,3.25,27.3,0,1.83
6,2025-07-24 10:25:39.294604,3.12,26.2,0,1.99
6,2025-07-24 10:25:40.294604,3.38,28.3,0,2.16
6,2025-07-24 10:25:41.294604,3.12,26.2,0,2.25
6,2025-07-24 10:25:42.294604,3.12,26.2,0,2.25
6,2025-07-24 10:25:43.294604,3.0,25.2,0,2.25
6,2025-07-24 10:25:44.294604,3.0,25.2,0,2.25
6,2025-07-24 10:25:45.294604,3.12,26.2,0,2.25
6,2025-07-24 10:25:46.294604,2.62,22.0,0,2.25
6,2025-07-24 10:25:47.294604,3.12,26.2,0,2.25
6,2025-07-24 10:25:48.294604,2.62,22.0,0,2.25
6,2025-07-24 10:25:49.294604,3.12,26.2,0,2.25
6,2025-07-24 10:25:50.294604,2.62,22.0,0,2.25
6,2025-07-24 10:25:51.294604,3.0,25.2,0,2.25
6,2025-07-24 10:25:52.294604,2.75,23.1,0,2.25
6,2025-07-24 10:25:53.294604,3.25,27.3,0,2.25
6,2025-07-24 10:25:54.294604,4.88,40.9,0,2.69
6,2025-07-24 10:25:55.294604,6.75,56.6,0,3.41
6,2025-07-24 10:25:56.294604,6.62,55.6,0,3.41
6,2025-07-24 10:25:57.294604,6.75,56.6,0,3.41
6,2025-07-24 10:25:58.294604,6.0,53.8,0,3.41
