ID,time,Transfer,Bitrate,Retr,Cwnd
6,2025-07-24 02:51:32.734328,2.47,20.7,0,151.0
6,2025-07-24 02:51:33.734328,7.0,58.7,0,477.0
6,2025-07-24 02:51:34.734328,6.62,55.6,0,811.0
6,2025-07-24 02:51:35.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:36.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:37.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:38.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:39.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:40.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:41.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:42.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:43.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:44.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:45.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:46.734328,5.25,44.0,0,948.0
6,2025-07-24 02:51:47.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:48.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:49.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:50.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:51.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:52.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:53.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:54.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:55.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:56.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:57.734328,5.38,45.1,0,948.0
6,2025-07-24 02:51:58.734328,5.25,44.0,0,948.0
6,2025-07-24 02:51:59.734328,5.38,45.1,0,948.0
6,2025-07-24 02:52:00.734328,5.38,45.1,0,948.0
6,2025-07-24 02:52:01.734328,5.38,45.1,0,948.0
6,2025-07-24 02:52:02.734328,5.38,45.1,0,948.0
6,2025-07-24 02:52:03.734328,5.38,45.1,0,948.0
6,2025-07-24 02:52:04.734328,1.0,46.7,0,948.0
