time,log_type,nof_prbs,nof_dl_slots,nof_ul_slots,nof_prach_preambles,error_indications,pdsch_rbs_per_slot,pusch_rbs_per_slot,pdschs_per_slot,puschs_per_slot,failed_pdcch,failed_uci,nof_ues,mean_latency,max_latency,max_latency_slot,total_dl_brate,total_ul_brate,max_crc_delay,max_ce_delay,max_pucch_harq_delay,events,slot,type,rnti,pci,cqi,dl_ri,dl_mcs,dl_brate,dl_nof_ok,dl_nof_nok,dl_error_rate,dl_bs,dl_nof_prbs,dl_olla,pusch_snr_db,pusch_rsrp_db,ul_ri,ul_mcs,ul_brate,ul_nof_ok,ul_nof_nok,ul_error_rate,ul_nof_prbs,bsr,sr_count,f0f1_invalid_harqs,f2f3f4_invalid_harqs,f2f3f4_invalid_csis,pusch_invalid_harqs,pusch_invalid_csis,ul_olla,ta,srs_ta,last_phr,avg_ul_ce_delay,max_ul_ce_delay,avg_crc_delay,avg_pusch_harq_delay,max_pusch_harq_delay,avg_pucch_harq_delay,ue_log_type,ue_nof_prbs,ue_nof_dl_slots,ue_nof_ul_slots,ue_nof_prach_preambles,ue_error_indications,ue_pdsch_rbs_per_slot,ue_pusch_rbs_per_slot,ue_pdschs_per_slot,ue_puschs_per_slot,ue_failed_pdcch,ue_failed_uci,ue_nof_ues,ue_mean_latency,ue_max_latency,ue_max_latency_slot,ue_total_dl_brate,ue_total_ul_brate,ue_max_crc_delay,ue_max_ce_delay,ue_max_pucch_harq_delay,ue_events,ue_slot,ue_type,ue_rnti,ue_pci,ue_cqi,ue_dl_ri,ue_dl_mcs,ue_dl_brate,ue_dl_nof_ok,ue_dl_nof_nok,ue_dl_error_rate,ue_dl_bs,ue_dl_nof_prbs,ue_dl_olla,ue_pusch_snr_db,ue_pusch_rsrp_db,ue_ul_ri,ue_ul_mcs,ue_ul_brate,ue_ul_nof_ok,ue_ul_nof_nok,ue_ul_error_rate,ue_ul_nof_prbs,ue_bsr,ue_sr_count,ue_f0f1_invalid_harqs,ue_f2f3f4_invalid_harqs,ue_f2f3f4_invalid_csis,ue_pusch_invalid_harqs,ue_pusch_invalid_csis,ue_ul_olla,ue_ta,ue_srs_ta,ue_last_phr,ue_avg_ul_ce_delay,ue_max_ul_ce_delay,ue_avg_crc_delay,ue_avg_pusch_harq_delay,ue_max_pusch_harq_delay,ue_avg_pucch_harq_delay
2025-07-24 06:59:30.861314,metric,51,561,243,0,0,0,0,0,0,0,0,0,1usec,227usec,159.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24 06:59:31.861344,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,21usec,244.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24 06:59:32.861195,metric,51,1400,600,0,0,0,0,0,0,0,0,0,3usec,17usec,387.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24 06:59:33.861350,metric,51,1400,600,1,0,0,0,0.0129,0.02,0,0,1,6usec,41usec,458.0,11kbps,65kbps,4.5ms,5.5ms,4.5ms,0x4601,407.8,ue_create,0x4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,13,1.0,6,11kbps,17,1,5%,0,123,0.002,30.7,-6.8,1,26,66kbps,11,0,0%,102,0,9,1,0,0,0,0,0,184ns,n/a,13,4.59ms,5.5ms,4.5ms,n/a,n/a,4.12ms
2025-07-24 06:59:34.861372,metric,51,1400,600,0,0,0,0,0.00214,0.00667,0,0,1,7usec,33usec,553.3,5.0kbps,23kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,14,1.0,24,5.1kbps,3,0,0%,0,6,0.004,33.2,-7.0,1,27,23kbps,4,0,0%,24,0,3,0,0,0,0,0,0,180ns,n/a,11,4.5ms,4.5ms,4.5ms,n/a,n/a,4ms
2025-07-24 06:59:35.861317,metric,51,1400,600,0,0,0,1,0.00429,0.102,0,0,1,8usec,29usec,660.5,11kbps,958kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,11kbps,6,0,0%,0,12,0.0060000005,33.9,-7.1,1,27,958kbps,61,0,0%,993,2.01k,3,0,0,0,0,0,0,171ns,n/a,8,4.5ms,4.5ms,4.47ms,4.12ms,4.5ms,4.17ms
2025-07-24 06:59:36.861369,metric,51,1400,600,0,0,0,2,0.00286,0.158,0,0,1,8usec,40usec,747.0,6.0kbps,1.5Mbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,13,1.0,24,6.6kbps,4,0,0%,0,8,0.009000001,33.8,-7.2,1,27,1.5Mbps,94,1,1%,1611,0,1,0,0,0,0,0,-0.099000014,175ns,n/a,13,4.5ms,4.5ms,4.47ms,4.17ms,4.5ms,4ms
2025-07-24 06:59:37.861258,metric,51,1400,600,0,0,1,0,0.0557,0.0333,0,0,1,8usec,38usec,886.2,2.3Mbps,106kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,26,2.3Mbps,78,0,0%,0,2595,0.010000001,32.9,-7.1,1,27,107kbps,20,0,0%,110,0,15,0,0,0,0,0,-0.099000014,206ns,n/a,12,4.5ms,4.5ms,4.4ms,4.2ms,4.5ms,4ms
2025-07-24 06:59:38.861375,metric,51,1400,600,0,0,21,0,0.479,0.1,0,0,1,11usec,38usec,992.13,26Mbps,427kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,26Mbps,664,6,0%,97k,30331,1.6298145e-09,32.9,-7.0,1,27,427kbps,60,0,0%,440,745,26,0,0,0,0,0,-0.099000014,213ns,n/a,12,4.5ms,4.5ms,4.34ms,4.11ms,4.5ms,3.95ms
2025-07-24 06:59:39.861347,metric,51,1400,600,0,0,49,0,0.995,0.125,0,0,1,13usec,35usec,1006.15,58Mbps,539kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,58Mbps,1384,1,0%,339k,68714,0.008000003,32.6,-7.0,1,27,539kbps,75,0,0%,556,384,20,0,0,0,0,0,-0.099000014,218ns,n/a,12,4.46ms,4.5ms,4.17ms,4.01ms,4.5ms,3.95ms
2025-07-24 06:59:40.861334,metric,51,1400,600,0,0,49,0,1,0.122,0,0,1,13usec,44usec,109.1,58Mbps,541kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,27,58Mbps,1400,0,0%,706k,69184,0.008000003,32.4,-7.1,1,27,542kbps,72,1,1%,581,0,20,0,0,0,0,0,-0.19800003,224ns,n/a,12,4.47ms,4.5ms,4.3ms,4ms,4ms,3.96ms
2025-07-24 06:59:41.861440,metric,51,1400,600,0,0,48,0,0.98,0.127,0,0,1,13usec,38usec,255.13,57Mbps,521kbps,4.5ms,4.5ms,4ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4ms,,,,4601,1,15,1.0,27,57Mbps,1372,0,0%,25.1k,67480,0.008000003,32.4,-7.0,1,27,521kbps,76,0,0%,538,10,24,0,0,0,0,0,-0.19800003,232ns,n/a,12,4.45ms,4.5ms,4.21ms,4ms,4ms,3.95ms
2025-07-24 06:59:42.861349,metric,51,1400,600,0,0,43,0,0.91,0.0967,0,0,1,13usec,102usec,341.6,44Mbps,382kbps,4.5ms,4.5ms,4.5ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5ms,,metric,,,,,,,,,,,,,,,,,,4.5ms,,4.5ms,,,,4601,1,15,1.0,25,44Mbps,1147,127,9%,506k,61108,-0.67800546,31.8,-7.7,1,27,383kbps,57,1,1%,402,0,35,16,9,1,1,0,-0.29700005,198ns,n/a,12,4.45ms,4.5ms,4.27ms,4.09ms,4.5ms,3.97ms
