run,timestamp,slot,ack_0,ack_2,total_acks
run1,20260123_145506,0,0,0,0
run1,20260123_145506,1,0,0,0
run1,20260123_145506,2,0,0,0
run1,20260123_145506,3,0,0,0
run1,20260123_145506,4,0,0,0
run1,20260123_145506,5,1,0,1
run1,20260123_145506,6,1,0,1
run1,20260123_145506,7,0,0,0
run1,20260123_145506,8,0,0,0
run1,20260123_145506,9,0,0,0
run1,20260123_145506,10,0,0,0
run1,20260123_145506,11,0,0,0
run1,20260123_145506,12,0,0,0
run1,20260123_145506,13,0,0,0
run1,20260123_145506,14,0,0,0
run1,20260123_145506,15,0,0,0
run1,20260123_145506,16,0,0,0
run1,20260123_145506,17,0,0,0
run1,20260123_145506,18,0,0,0
run1,20260123_145506,19,0,0,0
run1,20260123_145505,0,0,0,0
run1,20260123_145505,1,0,0,0
run1,20260123_145505,2,0,0,0
run1,20260123_145505,3,0,0,0
run1,20260123_145505,4,0,0,0
run1,20260123_145505,5,1,0,1
run1,20260123_145505,6,1,0,1
run1,20260123_145505,7,0,0,0
run1,20260123_145505,8,0,0,0
run1,20260123_145505,9,0,0,0
run1,20260123_145505,10,0,0,0
run1,20260123_145505,11,0,0,0
run1,20260123_145505,12,0,0,0
run1,20260123_145505,13,0,0,0
run1,20260123_145505,14,0,0,0
run1,20260123_145505,15,0,0,0
run1,20260123_145505,16,0,0,0
run1,20260123_145505,17,0,0,0
run1,20260123_145505,18,0,0,0
run1,20260123_145505,19,0,0,0
run10,20260123_150238,0,1,0,1
run10,20260123_150238,1,4,0,4
run10,20260123_150238,2,21,0,21
run10,20260123_150238,3,6,0,6
run10,20260123_150238,4,0,0,0
run10,20260123_150238,5,8,0,8
run10,20260123_150238,6,1,0,1
run10,20260123_150238,7,549,0,549
run10,20260123_150238,8,0,0,0
run10,20260123_150238,9,0,0,0
run10,20260123_150238,10,1452,0,1452
run10,20260123_150238,11,0,0,0
run10,20260123_150238,12,2,0,2
run10,20260123_150238,13,0,0,0
run10,20260123_150238,14,3,0,3
run10,20260123_150238,15,0,0,0
run10,20260123_150238,16,2,0,2
run10,20260123_150238,17,0,0,0
run10,20260123_150238,18,0,0,0
run10,20260123_150238,19,0,0,0
run100,20260123_161607,0,0,0,0
run100,20260123_161607,1,0,0,0
run100,20260123_161607,2,2,0,2
run100,20260123_161607,3,1,0,1
run100,20260123_161607,4,1,0,1
run100,20260123_161607,5,0,0,0
run100,20260123_161607,6,2,0,2
run100,20260123_161607,7,1,0,1
run100,20260123_161607,8,0,0,0
run100,20260123_161607,9,0,0,0
run100,20260123_161607,10,1,0,1
run100,20260123_161607,11,3,0,3
run100,20260123_161607,12,2001,0,2001
run100,20260123_161607,13,0,0,0
run100,20260123_161607,14,1,0,1
run100,20260123_161607,15,3,0,3
run100,20260123_161607,16,0,0,0
run100,20260123_161607,17,0,0,0
run100,20260123_161607,18,0,0,0
run100,20260123_161607,19,0,0,0
run1000,20260124_043410,0,2,0,2
run1000,20260124_043410,1,4,0,4
run1000,20260124_043410,2,3,0,3
run1000,20260124_043410,3,0,0,0
run1000,20260124_043410,4,1,0,1
run1000,20260124_043410,5,1,0,1
run1000,20260124_043410,6,1,1,2
run1000,20260124_043410,7,0,1,1
run1000,20260124_043410,8,0,0,0
run1000,20260124_043410,9,0,0,0
run1000,20260124_043410,10,3,1,4
run1000,20260124_043410,11,1998,1,1999
run1000,20260124_043410,12,0,1,1
run1000,20260124_043410,13,1,1,2
run1000,20260124_043410,14,0,1,1
run1000,20260124_043410,15,0,0,0
run1000,20260124_043410,16,1,0,1
run1000,20260124_043410,17,0,0,0
run1000,20260124_043410,18,0,0,0
run1000,20260124_043410,19,0,0,0
run101,20260123_161655,0,1,0,1
run101,20260123_161655,1,2000,0,2000
run101,20260123_161655,2,2,0,2
run101,20260123_161655,3,0,0,0
run101,20260123_161655,4,2,0,2
run101,20260123_161655,5,3,0,3
run101,20260123_161655,6,0,0,0
run101,20260123_161655,7,1,0,1
run101,20260123_161655,8,0,0,0
run101,20260123_161655,9,0,0,0
run101,20260123_161655,10,1,0,1
run101,20260123_161655,11,0,0,0
run101,20260123_161655,12,2,0,2
run101,20260123_161655,13,1,0,1
run101,20260123_161655,14,3,0,3
run101,20260123_161655,15,1,0,1
run101,20260123_161655,16,1,0,1
run101,20260123_161655,17,0,0,0
run101,20260123_161655,18,0,0,0
run101,20260123_161655,19,0,0,0
run102,20260123_161743,0,1946,17,1963
run102,20260123_161743,1,6,21,27
run102,20260123_161743,2,9,20,29
run102,20260123_161743,3,7,20,27
run102,20260123_161743,4,8,20,28
run102,20260123_161743,5,14,11,25
run102,20260123_161743,6,5,19,24
run102,20260123_161743,7,7,14,21
run102,20260123_161743,8,0,0,0
run102,20260123_161743,9,0,0,0
run102,20260123_161743,10,19,19,38
run102,20260123_161743,11,7,20,27
run102,20260123_161743,12,6,20,26
run102,20260123_161743,13,6,20,26
run102,20260123_161743,14,8,19,27
run102,20260123_161743,15,9,11,20
run102,20260123_161743,16,6,17,23
run102,20260123_161743,17,7,3,10
run102,20260123_161743,18,0,0,0
run102,20260123_161743,19,0,0,0
run103,20260123_161831,0,2,0,2
run103,20260123_161831,1,2,0,2
run103,20260123_161831,2,2,0,2
run103,20260123_161831,3,1,0,1
run103,20260123_161831,4,0,0,0
run103,20260123_161831,5,1032,0,1032
run103,20260123_161831,6,828,0,828
run103,20260123_161831,7,0,0,0
run103,20260123_161831,8,0,0,0
run103,20260123_161831,9,0,0,0
run103,20260123_161831,10,0,0,0
run103,20260123_161831,11,0,0,0
run103,20260123_161831,12,1,0,1
run103,20260123_161831,13,2,0,2
run103,20260123_161831,14,1,0,1
run103,20260123_161831,15,0,0,0
run103,20260123_161831,16,0,0,0
run103,20260123_161831,17,0,0,0
run103,20260123_161831,18,0,0,0
run103,20260123_161831,19,0,0,0
run104,20260123_161923,0,2,0,2
run104,20260123_161923,1,1,0,1
run104,20260123_161923,2,3,0,3
run104,20260123_161923,3,1,0,1
run104,20260123_161923,4,3,0,3
run104,20260123_161923,5,1,0,1
run104,20260123_161923,6,0,0,0
run104,20260123_161923,7,0,0,0
run104,20260123_161923,8,0,0,0
run104,20260123_161923,9,0,0,0
run104,20260123_161923,10,0,0,0
run104,20260123_161923,11,1,0,1
run104,20260123_161923,12,770,0,770
run104,20260123_161923,13,1,0,1
run104,20260123_161923,14,523,0,523
run104,20260123_161923,15,510,0,510
run104,20260123_161923,16,181,0,181
run104,20260123_161923,17,0,0,0
run104,20260123_161923,18,0,0,0
run104,20260123_161923,19,0,0,0
run105,20260123_162012,0,0,0,0
run105,20260123_162012,1,2,0,2
run105,20260123_162012,2,3,0,3
run105,20260123_162012,3,1,0,1
run105,20260123_162012,4,2,0,2
run105,20260123_162012,5,0,0,0
run105,20260123_162012,6,2,0,2
run105,20260123_162012,7,0,0,0
run105,20260123_162012,8,0,0,0
run105,20260123_162012,9,0,0,0
run105,20260123_162012,10,0,0,0
run105,20260123_162012,11,2,0,2
run105,20260123_162012,12,0,0,0
run105,20260123_162012,13,0,0,0
run105,20260123_162012,14,2001,0,2001
run105,20260123_162012,15,2,0,2
run105,20260123_162012,16,1,0,1
run105,20260123_162012,17,0,0,0
run105,20260123_162012,18,0,0,0
run105,20260123_162012,19,0,0,0
run105,20260123_162011,0,0,0,0
run105,20260123_162011,1,2,0,2
run105,20260123_162011,2,3,0,3
run105,20260123_162011,3,1,0,1
run105,20260123_162011,4,2,0,2
run105,20260123_162011,5,0,0,0
run105,20260123_162011,6,2,0,2
run105,20260123_162011,7,0,0,0
run105,20260123_162011,8,0,0,0
run105,20260123_162011,9,0,0,0
run105,20260123_162011,10,0,0,0
run105,20260123_162011,11,2,0,2
run105,20260123_162011,12,0,0,0
run105,20260123_162011,13,0,0,0
run105,20260123_162011,14,2001,0,2001
run105,20260123_162011,15,2,0,2
run105,20260123_162011,16,1,0,1
run105,20260123_162011,17,0,0,0
run105,20260123_162011,18,0,0,0
run105,20260123_162011,19,0,0,0
run106,20260123_162100,0,1,0,1
run106,20260123_162100,1,3,0,3
run106,20260123_162100,2,2,0,2
run106,20260123_162100,3,1,0,1
run106,20260123_162100,4,3,0,3
run106,20260123_162100,5,1,0,1
run106,20260123_162100,6,0,0,0
run106,20260123_162100,7,0,0,0
run106,20260123_162100,8,0,0,0
run106,20260123_162100,9,0,0,0
run106,20260123_162100,10,4,0,4
run106,20260123_162100,11,1,0,1
run106,20260123_162100,12,0,0,0
run106,20260123_162100,13,2,0,2
run106,20260123_162100,14,2000,0,2000
run106,20260123_162100,15,0,0,0
run106,20260123_162100,16,1,0,1
run106,20260123_162100,17,0,0,0
run106,20260123_162100,18,0,0,0
run106,20260123_162100,19,0,0,0
run107,20260123_162147,0,0,0,0
run107,20260123_162147,1,2,0,2
run107,20260123_162147,2,5,0,5
run107,20260123_162147,3,0,0,0
run107,20260123_162147,4,1,0,1
run107,20260123_162147,5,1,0,1
run107,20260123_162147,6,0,0,0
run107,20260123_162147,7,0,0,0
run107,20260123_162147,8,0,0,0
run107,20260123_162147,9,0,0,0
run107,20260123_162147,10,2001,0,2001
run107,20260123_162147,11,2,0,2
run107,20260123_162147,12,0,0,0
run107,20260123_162147,13,1,0,1
run107,20260123_162147,14,1,0,1
run107,20260123_162147,15,0,0,0
run107,20260123_162147,16,1,0,1
run107,20260123_162147,17,0,0,0
run107,20260123_162147,18,0,0,0
run107,20260123_162147,19,0,0,0
run107,20260123_162148,0,0,0,0
run107,20260123_162148,1,2,0,2
run107,20260123_162148,2,5,0,5
run107,20260123_162148,3,0,0,0
run107,20260123_162148,4,1,0,1
run107,20260123_162148,5,1,0,1
run107,20260123_162148,6,0,0,0
run107,20260123_162148,7,0,0,0
run107,20260123_162148,8,0,0,0
run107,20260123_162148,9,0,0,0
run107,20260123_162148,10,2001,0,2001
run107,20260123_162148,11,2,0,2
run107,20260123_162148,12,0,0,0
run107,20260123_162148,13,1,0,1
run107,20260123_162148,14,1,0,1
run107,20260123_162148,15,0,0,0
run107,20260123_162148,16,1,0,1
run107,20260123_162148,17,0,0,0
run107,20260123_162148,18,0,0,0
run107,20260123_162148,19,0,0,0
run108,20260123_162236,0,0,0,0
run108,20260123_162236,1,714,0,714
run108,20260123_162236,2,4,0,4
run108,20260123_162236,3,3,0,3
run108,20260123_162236,4,1288,0,1288
run108,20260123_162236,5,3,0,3
run108,20260123_162236,6,5,0,5
run108,20260123_162236,7,1,0,1
run108,20260123_162236,8,0,0,0
run108,20260123_162236,9,0,0,0
run108,20260123_162236,10,0,0,0
run108,20260123_162236,11,0,0,0
run108,20260123_162236,12,1,0,1
run108,20260123_162236,13,1,0,1
run108,20260123_162236,14,0,0,0
run108,20260123_162236,15,2,0,2
run108,20260123_162236,16,0,0,0
run108,20260123_162236,17,1,0,1
run108,20260123_162236,18,0,0,0
run108,20260123_162236,19,0,0,0
run109,20260123_162323,0,0,0,0
run109,20260123_162323,1,0,0,0
run109,20260123_162323,2,2,0,2
run109,20260123_162323,3,0,0,0
run109,20260123_162323,4,0,0,0
run109,20260123_162323,5,0,0,0
run109,20260123_162323,6,3,0,3
run109,20260123_162323,7,1,0,1
run109,20260123_162323,8,0,0,0
run109,20260123_162323,9,0,0,0
run109,20260123_162323,10,1,0,1
run109,20260123_162323,11,1,0,1
run109,20260123_162323,12,1156,0,1156
run109,20260123_162323,13,1060,0,1060
run109,20260123_162323,14,1,0,1
run109,20260123_162323,15,1,0,1
run109,20260123_162323,16,0,0,0
run109,20260123_162323,17,0,0,0
run109,20260123_162323,18,0,0,0
run109,20260123_162323,19,0,0,0
run11,20260123_150325,0,1943,19,1962
run11,20260123_150325,1,0,25,25
run11,20260123_150325,2,4,24,28
run11,20260123_150325,3,0,23,23
run11,20260123_150325,4,4,23,27
run11,20260123_150325,5,5,12,17
run11,20260123_150325,6,1,22,23
run11,20260123_150325,7,0,15,15
run11,20260123_150325,8,0,0,0
run11,20260123_150325,9,0,1,1
run11,20260123_150325,10,0,23,23
run11,20260123_150325,11,0,24,24
run11,20260123_150325,12,2,23,25
run11,20260123_150325,13,2,24,26
run11,20260123_150325,14,1,23,24
run11,20260123_150325,15,4,9,13
run11,20260123_150325,16,4,19,23
run11,20260123_150325,17,0,5,5
run11,20260123_150325,18,0,0,0
run11,20260123_150325,19,0,0,0
run11,20260123_150326,0,1943,19,1962
run11,20260123_150326,1,0,25,25
run11,20260123_150326,2,4,24,28
run11,20260123_150326,3,0,23,23
run11,20260123_150326,4,4,23,27
run11,20260123_150326,5,5,12,17
run11,20260123_150326,6,1,22,23
run11,20260123_150326,7,0,15,15
run11,20260123_150326,8,0,0,0
run11,20260123_150326,9,0,1,1
run11,20260123_150326,10,0,23,23
run11,20260123_150326,11,0,24,24
run11,20260123_150326,12,2,23,25
run11,20260123_150326,13,2,24,26
run11,20260123_150326,14,1,23,24
run11,20260123_150326,15,4,9,13
run11,20260123_150326,16,4,19,23
run11,20260123_150326,17,0,5,5
run11,20260123_150326,18,0,0,0
run11,20260123_150326,19,0,0,0
run110,20260123_162411,0,1,0,1
run110,20260123_162411,1,0,0,0
run110,20260123_162411,2,3,0,3
run110,20260123_162411,3,3,0,3
run110,20260123_162411,4,0,0,0
run110,20260123_162411,5,0,0,0
run110,20260123_162411,6,1,0,1
run110,20260123_162411,7,0,0,0
run110,20260123_162411,8,0,0,0
run110,20260123_162411,9,0,0,0
run110,20260123_162411,10,2,0,2
run110,20260123_162411,11,2,0,2
run110,20260123_162411,12,1,0,1
run110,20260123_162411,13,0,0,0
run110,20260123_162411,14,3,0,3
run110,20260123_162411,15,0,0,0
run110,20260123_162411,16,1841,0,1841
run110,20260123_162411,17,0,0,0
run110,20260123_162411,18,0,0,0
run110,20260123_162411,19,0,0,0
run110,20260123_162412,0,1,0,1
run110,20260123_162412,1,0,0,0
run110,20260123_162412,2,3,0,3
run110,20260123_162412,3,3,0,3
run110,20260123_162412,4,0,0,0
run110,20260123_162412,5,0,0,0
run110,20260123_162412,6,1,0,1
run110,20260123_162412,7,0,0,0
run110,20260123_162412,8,0,0,0
run110,20260123_162412,9,0,0,0
run110,20260123_162412,10,2,0,2
run110,20260123_162412,11,2,0,2
run110,20260123_162412,12,1,0,1
run110,20260123_162412,13,0,0,0
run110,20260123_162412,14,3,0,3
run110,20260123_162412,15,0,0,0
run110,20260123_162412,16,1841,0,1841
run110,20260123_162412,17,0,0,0
run110,20260123_162412,18,0,0,0
run110,20260123_162412,19,0,0,0
run111,20260123_162459,0,0,0,0
run111,20260123_162459,1,1,0,1
run111,20260123_162459,2,1,0,1
run111,20260123_162459,3,0,0,0
run111,20260123_162459,4,4,0,4
run111,20260123_162459,5,1,0,1
run111,20260123_162459,6,1,0,1
run111,20260123_162459,7,0,0,0
run111,20260123_162459,8,0,0,0
run111,20260123_162459,9,0,0,0
run111,20260123_162459,10,1,0,1
run111,20260123_162459,11,0,0,0
run111,20260123_162459,12,1,0,1
run111,20260123_162459,13,2,0,2
run111,20260123_162459,14,0,0,0
run111,20260123_162459,15,2,0,2
run111,20260123_162459,16,1,0,1
run111,20260123_162459,17,477,0,477
run111,20260123_162459,18,0,0,0
run111,20260123_162459,19,0,0,0
run112,20260123_162547,0,2,0,2
run112,20260123_162547,1,1,0,1
run112,20260123_162547,2,3,0,3
run112,20260123_162547,3,1,0,1
run112,20260123_162547,4,1,0,1
run112,20260123_162547,5,1433,0,1433
run112,20260123_162547,6,1725,0,1725
run112,20260123_162547,7,0,0,0
run112,20260123_162547,8,0,0,0
run112,20260123_162547,9,0,0,0
run112,20260123_162547,10,1,0,1
run112,20260123_162547,11,2,0,2
run112,20260123_162547,12,1,0,1
run112,20260123_162547,13,0,0,0
run112,20260123_162547,14,0,0,0
run112,20260123_162547,15,8,0,8
run112,20260123_162547,16,6,0,6
run112,20260123_162547,17,0,0,0
run112,20260123_162547,18,0,0,0
run112,20260123_162547,19,0,0,0
run113,20260123_162635,0,1,80,81
run113,20260123_162635,1,1,119,120
run113,20260123_162635,2,1094,153,1247
run113,20260123_162635,3,1,152,153
run113,20260123_162635,4,2,152,154
run113,20260123_162635,5,0,161,161
run113,20260123_162635,6,0,6,6
run113,20260123_162635,7,1,2,3
run113,20260123_162635,8,0,0,0
run113,20260123_162635,9,0,0,0
run113,20260123_162635,10,23,6,29
run113,20260123_162635,11,3,7,10
run113,20260123_162635,12,1,6,7
run113,20260123_162635,13,0,7,7
run113,20260123_162635,14,2,6,8
run113,20260123_162635,15,4,2,6
run113,20260123_162635,16,8,4,12
run113,20260123_162635,17,0,1,1
run113,20260123_162635,18,0,1,1
run113,20260123_162635,19,0,0,0
run114,20260123_162727,0,1943,24,1967
run114,20260123_162727,1,2,30,32
run114,20260123_162727,2,1,29,30
run114,20260123_162727,3,4,29,33
run114,20260123_162727,4,1,29,30
run114,20260123_162727,5,12,12,24
run114,20260123_162727,6,3,26,29
run114,20260123_162727,7,1,17,18
run114,20260123_162727,8,0,0,0
run114,20260123_162727,9,0,2,2
run114,20260123_162727,10,13,28,41
run114,20260123_162727,11,2,29,31
run114,20260123_162727,12,1,28,29
run114,20260123_162727,13,0,28,28
run114,20260123_162727,14,0,29,29
run114,20260123_162727,15,10,11,21
run114,20260123_162727,16,3,22,25
run114,20260123_162727,17,1,8,9
run114,20260123_162727,18,0,0,0
run114,20260123_162727,19,0,0,0
run115,20260123_162819,0,2,0,2
run115,20260123_162819,1,1,0,1
run115,20260123_162819,2,2003,0,2003
run115,20260123_162819,3,0,0,0
run115,20260123_162819,4,1,0,1
run115,20260123_162819,5,1,0,1
run115,20260123_162819,6,0,0,0
run115,20260123_162819,7,1,0,1
run115,20260123_162819,8,0,0,0
run115,20260123_162819,9,0,0,0
run115,20260123_162819,10,0,0,0
run115,20260123_162819,11,1,0,1
run115,20260123_162819,12,2,0,2
run115,20260123_162819,13,0,0,0
run115,20260123_162819,14,1,0,1
run115,20260123_162819,15,1,0,1
run115,20260123_162819,16,1,0,1
run115,20260123_162819,17,0,0,0
run115,20260123_162819,18,0,0,0
run115,20260123_162819,19,0,0,0
run116,20260123_162907,0,0,0,0
run116,20260123_162907,1,2,0,2
run116,20260123_162907,2,3,0,3
run116,20260123_162907,3,0,0,0
run116,20260123_162907,4,1,0,1
run116,20260123_162907,5,1,0,1
run116,20260123_162907,6,3,0,3
run116,20260123_162907,7,1,0,1
run116,20260123_162907,8,0,0,0
run116,20260123_162907,9,0,0,0
run116,20260123_162907,10,1,0,1
run116,20260123_162907,11,0,0,0
run116,20260123_162907,12,2000,0,2000
run116,20260123_162907,13,2,0,2
run116,20260123_162907,14,0,0,0
run116,20260123_162907,15,1,0,1
run116,20260123_162907,16,1,0,1
run116,20260123_162907,17,0,0,0
run116,20260123_162907,18,0,0,0
run116,20260123_162907,19,0,0,0
run117,20260123_162955,0,4,0,4
run117,20260123_162955,1,2,0,2
run117,20260123_162955,2,4,0,4
run117,20260123_162955,3,1,0,1
run117,20260123_162955,4,3,0,3
run117,20260123_162955,5,0,0,0
run117,20260123_162955,6,2,0,2
run117,20260123_162955,7,1,0,1
run117,20260123_162955,8,0,0,0
run117,20260123_162955,9,0,0,0
run117,20260123_162955,10,1,0,1
run117,20260123_162955,11,1,0,1
run117,20260123_162955,12,0,0,0
run117,20260123_162955,13,2001,0,2001
run117,20260123_162955,14,1,0,1
run117,20260123_162955,15,1,0,1
run117,20260123_162955,16,1,0,1
run117,20260123_162955,17,1,0,1
run117,20260123_162955,18,0,0,0
run117,20260123_162955,19,0,0,0
run118,20260123_163043,0,0,0,0
run118,20260123_163043,1,2,0,2
run118,20260123_163043,2,2,0,2
run118,20260123_163043,3,1,0,1
run118,20260123_163043,4,2,0,2
run118,20260123_163043,5,2,0,2
run118,20260123_163043,6,0,0,0
run118,20260123_163043,7,0,0,0
run118,20260123_163043,8,0,0,0
run118,20260123_163043,9,0,0,0
run118,20260123_163043,10,0,0,0
run118,20260123_163043,11,0,0,0
run118,20260123_163043,12,0,0,0
run118,20260123_163043,13,0,0,0
run118,20260123_163043,14,2,0,2
run118,20260123_163043,15,3,0,3
run118,20260123_163043,16,1,0,1
run118,20260123_163043,17,493,0,493
run118,20260123_163043,18,0,0,0
run118,20260123_163043,19,0,0,0
run119,20260123_163134,0,0,0,0
run119,20260123_163134,1,0,0,0
run119,20260123_163134,2,3,0,3
run119,20260123_163134,3,2,0,2
run119,20260123_163134,4,2,0,2
run119,20260123_163134,5,0,0,0
run119,20260123_163134,6,1,0,1
run119,20260123_163134,7,0,0,0
run119,20260123_163134,8,0,0,0
run119,20260123_163134,9,0,0,0
run119,20260123_163134,10,0,0,0
run119,20260123_163134,11,2000,0,2000
run119,20260123_163134,12,0,0,0
run119,20260123_163134,13,3,0,3
run119,20260123_163134,14,1,0,1
run119,20260123_163134,15,0,0,0
run119,20260123_163134,16,2,0,2
run119,20260123_163134,17,0,0,0
run119,20260123_163134,18,0,0,0
run119,20260123_163134,19,0,0,0
run119,20260123_163135,0,0,0,0
run119,20260123_163135,1,0,0,0
run119,20260123_163135,2,3,0,3
run119,20260123_163135,3,2,0,2
run119,20260123_163135,4,2,0,2
run119,20260123_163135,5,0,0,0
run119,20260123_163135,6,1,0,1
run119,20260123_163135,7,0,0,0
run119,20260123_163135,8,0,0,0
run119,20260123_163135,9,0,0,0
run119,20260123_163135,10,0,0,0
run119,20260123_163135,11,2000,0,2000
run119,20260123_163135,12,0,0,0
run119,20260123_163135,13,3,0,3
run119,20260123_163135,14,1,0,1
run119,20260123_163135,15,0,0,0
run119,20260123_163135,16,2,0,2
run119,20260123_163135,17,0,0,0
run119,20260123_163135,18,0,0,0
run119,20260123_163135,19,0,0,0
run12,20260123_150413,0,0,0,0
run12,20260123_150413,1,1,0,1
run12,20260123_150413,2,2,0,2
run12,20260123_150413,3,1,0,1
run12,20260123_150413,4,2,0,2
run12,20260123_150413,5,2,0,2
run12,20260123_150413,6,3,0,3
run12,20260123_150413,7,0,0,0
run12,20260123_150413,8,0,0,0
run12,20260123_150413,9,0,0,0
run12,20260123_150413,10,0,0,0
run12,20260123_150413,11,1,0,1
run12,20260123_150413,12,0,0,0
run12,20260123_150413,13,1,0,1
run12,20260123_150413,14,1,0,1
run12,20260123_150413,15,0,0,0
run12,20260123_150413,16,2,0,2
run12,20260123_150413,17,15,0,15
run12,20260123_150413,18,0,0,0
run12,20260123_150413,19,0,0,0
run120,20260123_163223,0,1,0,1
run120,20260123_163223,1,3,0,3
run120,20260123_163223,2,2,0,2
run120,20260123_163223,3,1,0,1
run120,20260123_163223,4,3,0,3
run120,20260123_163223,5,1,0,1
run120,20260123_163223,6,2,0,2
run120,20260123_163223,7,1,0,1
run120,20260123_163223,8,0,0,0
run120,20260123_163223,9,0,0,0
run120,20260123_163223,10,0,0,0
run120,20260123_163223,11,1,0,1
run120,20260123_163223,12,1,0,1
run120,20260123_163223,13,1,0,1
run120,20260123_163223,14,1,0,1
run120,20260123_163223,15,0,0,0
run120,20260123_163223,16,1,0,1
run120,20260123_163223,17,0,0,0
run120,20260123_163223,18,0,0,0
run120,20260123_163223,19,0,0,0
run121,20260123_163311,0,0,0,0
run121,20260123_163311,1,2,0,2
run121,20260123_163311,2,0,0,0
run121,20260123_163311,3,1,0,1
run121,20260123_163311,4,0,0,0
run121,20260123_163311,5,2,0,2
run121,20260123_163311,6,1,0,1
run121,20260123_163311,7,2,0,2
run121,20260123_163311,8,0,0,0
run121,20260123_163311,9,0,0,0
run121,20260123_163311,10,1,0,1
run121,20260123_163311,11,0,0,0
run121,20260123_163311,12,1,0,1
run121,20260123_163311,13,3,0,3
run121,20260123_163311,14,0,0,0
run121,20260123_163311,15,1,0,1
run121,20260123_163311,16,1819,0,1819
run121,20260123_163311,17,0,0,0
run121,20260123_163311,18,0,0,0
run121,20260123_163311,19,0,0,0
run122,20260123_163359,0,1,0,1
run122,20260123_163359,1,2001,0,2001
run122,20260123_163359,2,1,0,1
run122,20260123_163359,3,1,0,1
run122,20260123_163359,4,0,0,0
run122,20260123_163359,5,0,0,0
run122,20260123_163359,6,2,0,2
run122,20260123_163359,7,2,0,2
run122,20260123_163359,8,0,0,0
run122,20260123_163359,9,0,0,0
run122,20260123_163359,10,2,0,2
run122,20260123_163359,11,0,0,0
run122,20260123_163359,12,2,0,2
run122,20260123_163359,13,1,0,1
run122,20260123_163359,14,0,0,0
run122,20260123_163359,15,0,0,0
run122,20260123_163359,16,0,0,0
run122,20260123_163359,17,0,0,0
run122,20260123_163359,18,0,0,0
run122,20260123_163359,19,0,0,0
run123,20260123_163447,0,0,0,0
run123,20260123_163447,1,0,0,0
run123,20260123_163447,2,1,0,1
run123,20260123_163447,3,0,0,0
run123,20260123_163447,4,4,0,4
run123,20260123_163447,5,0,0,0
run123,20260123_163447,6,2,0,2
run123,20260123_163447,7,1,0,1
run123,20260123_163447,8,0,0,0
run123,20260123_163447,9,0,0,0
run123,20260123_163447,10,1,0,1
run123,20260123_163447,11,2,0,2
run123,20260123_163447,12,2000,0,2000
run123,20260123_163447,13,0,0,0
run123,20260123_163447,14,1,0,1
run123,20260123_163447,15,1,0,1
run123,20260123_163447,16,1,0,1
run123,20260123_163447,17,0,0,0
run123,20260123_163447,18,0,0,0
run123,20260123_163447,19,0,0,0
run124,20260123_163535,0,1,0,1
run124,20260123_163535,1,1,0,1
run124,20260123_163535,2,2,0,2
run124,20260123_163535,3,1,0,1
run124,20260123_163535,4,1,0,1
run124,20260123_163535,5,1,0,1
run124,20260123_163535,6,1,0,1
run124,20260123_163535,7,2,0,2
run124,20260123_163535,8,0,0,0
run124,20260123_163535,9,0,0,0
run124,20260123_163535,10,0,0,0
run124,20260123_163535,11,0,0,0
run124,20260123_163535,12,1,0,1
run124,20260123_163535,13,1,0,1
run124,20260123_163535,14,2,0,2
run124,20260123_163535,15,1,0,1
run124,20260123_163535,16,0,0,0
run124,20260123_163535,17,0,0,0
run124,20260123_163535,18,0,0,0
run124,20260123_163535,19,0,0,0
run125,20260123_163623,0,2,0,2
run125,20260123_163623,1,0,0,0
run125,20260123_163623,2,2,0,2
run125,20260123_163623,3,1,0,1
run125,20260123_163623,4,2001,0,2001
run125,20260123_163623,5,1,0,1
run125,20260123_163623,6,1,0,1
run125,20260123_163623,7,1,0,1
run125,20260123_163623,8,0,0,0
run125,20260123_163623,9,0,0,0
run125,20260123_163623,10,0,0,0
run125,20260123_163623,11,0,0,0
run125,20260123_163623,12,1,0,1
run125,20260123_163623,13,0,0,0
run125,20260123_163623,14,0,0,0
run125,20260123_163623,15,1,0,1
run125,20260123_163623,16,2,0,2
run125,20260123_163623,17,0,0,0
run125,20260123_163623,18,0,0,0
run125,20260123_163623,19,0,0,0
run126,20260123_163711,0,0,0,0
run126,20260123_163711,1,1,0,1
run126,20260123_163711,2,0,0,0
run126,20260123_163711,3,1561,0,1561
run126,20260123_163711,4,1,0,1
run126,20260123_163711,5,444,0,444
run126,20260123_163711,6,2,0,2
run126,20260123_163711,7,1,0,1
run126,20260123_163711,8,0,0,0
run126,20260123_163711,9,0,0,0
run126,20260123_163711,10,1,0,1
run126,20260123_163711,11,1,0,1
run126,20260123_163711,12,1,0,1
run126,20260123_163711,13,6,0,6
run126,20260123_163711,14,1,0,1
run126,20260123_163711,15,0,0,0
run126,20260123_163711,16,3,0,3
run126,20260123_163711,17,0,0,0
run126,20260123_163711,18,0,0,0
run126,20260123_163711,19,0,0,0
run127,20260123_163759,0,1,0,1
run127,20260123_163759,1,52,0,52
run127,20260123_163759,2,1006,0,1006
run127,20260123_163759,3,1286,0,1286
run127,20260123_163759,4,1,0,1
run127,20260123_163759,5,2,0,2
run127,20260123_163759,6,1,0,1
run127,20260123_163759,7,0,0,0
run127,20260123_163759,8,0,0,0
run127,20260123_163759,9,0,0,0
run127,20260123_163759,10,0,0,0
