run,timestamp,slot,ack_0,ack_2,total_acks
run513,20260123_215517,17,1,7,8
run513,20260123_215517,18,0,2,2
run513,20260123_215517,19,0,0,0
run514,20260123_215609,0,3,17,20
run514,20260123_215609,1,1,18,19
run514,20260123_215609,2,1,17,18
run514,20260123_215609,3,0,17,17
run514,20260123_215609,4,3,17,20
run514,20260123_215609,5,7,4,11
run514,20260123_215609,6,1,14,15
run514,20260123_215609,7,3,8,11
run514,20260123_215609,8,0,1,1
run514,20260123_215609,9,0,0,0
run514,20260123_215609,10,0,15,15
run514,20260123_215609,11,0,15,15
run514,20260123_215609,12,0,15,15
run514,20260123_215609,13,0,16,16
run514,20260123_215609,14,1,16,17
run514,20260123_215609,15,4,4,8
run514,20260123_215609,16,0,15,15
run514,20260123_215609,17,0,6,6
run514,20260123_215609,18,0,1,1
run514,20260123_215609,19,0,1,1
run515,20260123_215657,0,0,0,0
run515,20260123_215657,1,3,0,3
run515,20260123_215657,2,2,0,2
run515,20260123_215657,3,2,0,2
run515,20260123_215657,4,0,0,0
run515,20260123_215657,5,184,0,184
run515,20260123_215657,6,2,0,2
run515,20260123_215657,7,2,0,2
run515,20260123_215657,8,0,0,0
run515,20260123_215657,9,0,0,0
run515,20260123_215657,10,1,0,1
run515,20260123_215657,11,0,0,0
run515,20260123_215657,12,1,0,1
run515,20260123_215657,13,2,0,2
run515,20260123_215657,14,1,0,1
run515,20260123_215657,15,1,0,1
run515,20260123_215657,16,2,0,2
run515,20260123_215657,17,0,0,0
run515,20260123_215657,18,0,0,0
run515,20260123_215657,19,0,0,0
run516,20260123_215745,0,1,0,1
run516,20260123_215745,1,2,0,2
run516,20260123_215745,2,1,0,1
run516,20260123_215745,3,2,0,2
run516,20260123_215745,4,1,0,1
run516,20260123_215745,5,1,0,1
run516,20260123_215745,6,2,0,2
run516,20260123_215745,7,1,0,1
run516,20260123_215745,8,0,0,0
run516,20260123_215745,9,0,0,0
run516,20260123_215745,10,1,0,1
run516,20260123_215745,11,4,0,4
run516,20260123_215745,12,1,0,1
run516,20260123_215745,13,2000,0,2000
run516,20260123_215745,14,3,0,3
run516,20260123_215745,15,0,0,0
run516,20260123_215745,16,1,0,1
run516,20260123_215745,17,2,0,2
run516,20260123_215745,18,0,0,0
run516,20260123_215745,19,0,0,0
run517,20260123_215837,0,28,527,555
run517,20260123_215837,1,31,523,554
run517,20260123_215837,2,0,521,521
run517,20260123_215837,3,0,513,513
run517,20260123_215837,4,1,504,505
run517,20260123_215837,5,1,0,1
run517,20260123_215837,6,0,0,0
run517,20260123_215837,7,0,0,0
run517,20260123_215837,8,0,0,0
run517,20260123_215837,9,0,0,0
run517,20260123_215837,10,1,0,1
run517,20260123_215837,11,0,0,0
run517,20260123_215837,12,2,0,2
run517,20260123_215837,13,0,0,0
run517,20260123_215837,14,578,0,578
run517,20260123_215837,15,1,0,1
run517,20260123_215837,16,3,362,365
run517,20260123_215837,17,45,240,285
run517,20260123_215837,18,0,0,0
run517,20260123_215837,19,0,0,0
run518,20260123_215925,0,1,0,1
run518,20260123_215925,1,3,0,3
run518,20260123_215925,2,4,0,4
run518,20260123_215925,3,0,0,0
run518,20260123_215925,4,1,0,1
run518,20260123_215925,5,1,0,1
run518,20260123_215925,6,1,0,1
run518,20260123_215925,7,0,0,0
run518,20260123_215925,8,0,0,0
run518,20260123_215925,9,0,0,0
run518,20260123_215925,10,1,0,1
run518,20260123_215925,11,0,0,0
run518,20260123_215925,12,1,0,1
run518,20260123_215925,13,1,0,1
run518,20260123_215925,14,3,0,3
run518,20260123_215925,15,2000,0,2000
run518,20260123_215925,16,2,0,2
run518,20260123_215925,17,0,0,0
run518,20260123_215925,18,0,0,0
run518,20260123_215925,19,0,0,0
run519,20260123_220012,0,10,1,11
run519,20260123_220012,1,1,1,2
run519,20260123_220012,2,76,1,77
run519,20260123_220012,3,6,1,7
run519,20260123_220012,4,0,1,1
run519,20260123_220012,5,5,1,6
run519,20260123_220012,6,1,1,2
run519,20260123_220012,7,839,0,839
run519,20260123_220012,8,0,0,0
run519,20260123_220012,9,0,0,0
run519,20260123_220012,10,1,0,1
run519,20260123_220012,11,0,0,0
run519,20260123_220012,12,1,1,2
run519,20260123_220012,13,1,1,2
run519,20260123_220012,14,0,1,1
run519,20260123_220012,15,2,0,2
run519,20260123_220012,16,3,1,4
run519,20260123_220012,17,0,0,0
run519,20260123_220012,18,0,0,0
run519,20260123_220012,19,0,0,0
run519,20260123_220013,0,10,1,11
run519,20260123_220013,1,1,1,2
run519,20260123_220013,2,76,1,77
run519,20260123_220013,3,6,1,7
run519,20260123_220013,4,0,1,1
run519,20260123_220013,5,5,1,6
run519,20260123_220013,6,1,1,2
run519,20260123_220013,7,839,0,839
run519,20260123_220013,8,0,0,0
run519,20260123_220013,9,0,0,0
run519,20260123_220013,10,1,0,1
run519,20260123_220013,11,0,0,0
run519,20260123_220013,12,1,1,2
run519,20260123_220013,13,1,1,2
run519,20260123_220013,14,0,1,1
run519,20260123_220013,15,2,0,2
run519,20260123_220013,16,3,1,4
run519,20260123_220013,17,0,0,0
run519,20260123_220013,18,0,0,0
run519,20260123_220013,19,0,0,0
run52,20260123_153720,0,0,0,0
run52,20260123_153720,1,1,0,1
run52,20260123_153720,2,1,0,1
run52,20260123_153720,3,2,0,2
run52,20260123_153720,4,1,0,1
run52,20260123_153720,5,2,0,2
run52,20260123_153720,6,1,0,1
run52,20260123_153720,7,3,0,3
run52,20260123_153720,8,0,0,0
run52,20260123_153720,9,0,0,0
run52,20260123_153720,10,3,0,3
run52,20260123_153720,11,1,0,1
run52,20260123_153720,12,2,0,2
run52,20260123_153720,13,0,0,0
run52,20260123_153720,14,1,0,1
run52,20260123_153720,15,0,0,0
run52,20260123_153720,16,1,0,1
run52,20260123_153720,17,0,0,0
run52,20260123_153720,18,0,0,0
run52,20260123_153720,19,0,0,0
run52,20260123_153721,0,0,0,0
run52,20260123_153721,1,1,0,1
run52,20260123_153721,2,1,0,1
run52,20260123_153721,3,2,0,2
run52,20260123_153721,4,1,0,1
run52,20260123_153721,5,2,0,2
run52,20260123_153721,6,1,0,1
run52,20260123_153721,7,3,0,3
run52,20260123_153721,8,0,0,0
run52,20260123_153721,9,0,0,0
run52,20260123_153721,10,3,0,3
run52,20260123_153721,11,1,0,1
run52,20260123_153721,12,2,0,2
run52,20260123_153721,13,0,0,0
run52,20260123_153721,14,1,0,1
run52,20260123_153721,15,0,0,0
run52,20260123_153721,16,1,0,1
run52,20260123_153721,17,0,0,0
run52,20260123_153721,18,0,0,0
run52,20260123_153721,19,0,0,0
run520,20260123_220100,0,5,6,11
run520,20260123_220100,1,1,6,7
run520,20260123_220100,2,3,6,9
run520,20260123_220100,3,1,6,7
run520,20260123_220100,4,2,6,8
run520,20260123_220100,5,2,0,2
run520,20260123_220100,6,1687,0,1687
run520,20260123_220100,7,0,0,0
run520,20260123_220100,8,0,0,0
run520,20260123_220100,9,0,0,0
run520,20260123_220100,10,1,0,1
run520,20260123_220100,11,1,0,1
run520,20260123_220100,12,1,0,1
run520,20260123_220100,13,3,0,3
run520,20260123_220100,14,0,0,0
run520,20260123_220100,15,1,0,1
run520,20260123_220100,16,1,3,4
run520,20260123_220100,17,0,5,5
run520,20260123_220100,18,0,0,0
run520,20260123_220100,19,0,0,0
run521,20260123_220152,0,0,0,0
run521,20260123_220152,1,1,0,1
run521,20260123_220152,2,5,0,5
run521,20260123_220152,3,1,0,1
run521,20260123_220152,4,1,0,1
run521,20260123_220152,5,4,0,4
run521,20260123_220152,6,1,62,63
run521,20260123_220152,7,4,84,88
run521,20260123_220152,8,0,0,0
run521,20260123_220152,9,0,0,0
run521,20260123_220152,10,1,84,85
run521,20260123_220152,11,1,84,85
run521,20260123_220152,12,3,84,87
run521,20260123_220152,13,3,84,87
run521,20260123_220152,14,1,84,85
run521,20260123_220152,15,1,0,1
run521,20260123_220152,16,0,0,0
run521,20260123_220152,17,0,0,0
run521,20260123_220152,18,0,0,0
run521,20260123_220152,19,0,0,0
run522,20260123_220240,0,0,0,0
run522,20260123_220240,1,1,0,1
run522,20260123_220240,2,1,0,1
run522,20260123_220240,3,1,0,1
run522,20260123_220240,4,1,0,1
run522,20260123_220240,5,0,0,0
run522,20260123_220240,6,0,0,0
run522,20260123_220240,7,0,0,0
run522,20260123_220240,8,0,2,2
run522,20260123_220240,9,0,0,0
run522,20260123_220240,10,1,0,1
run522,20260123_220240,11,2000,0,2000
run522,20260123_220240,12,1,0,1
run522,20260123_220240,13,0,0,0
run522,20260123_220240,14,0,0,0
run522,20260123_220240,15,2,0,2
run522,20260123_220240,16,1,0,1
run522,20260123_220240,17,0,0,0
run522,20260123_220240,18,0,0,0
run522,20260123_220240,19,0,0,0
run523,20260123_220329,0,1,0,1
run523,20260123_220329,1,1,0,1
run523,20260123_220329,2,4,0,4
run523,20260123_220329,3,0,0,0
run523,20260123_220329,4,1,0,1
run523,20260123_220329,5,2,0,2
run523,20260123_220329,6,1,0,1
run523,20260123_220329,7,1,0,1
run523,20260123_220329,8,0,0,0
run523,20260123_220329,9,0,0,0
run523,20260123_220329,10,3,0,3
run523,20260123_220329,11,1,0,1
run523,20260123_220329,12,47,0,47
run523,20260123_220329,13,1,0,1
run523,20260123_220329,14,1,0,1
run523,20260123_220329,15,1,0,1
run523,20260123_220329,16,196,0,196
run523,20260123_220329,17,432,0,432
run523,20260123_220329,18,0,0,0
run523,20260123_220329,19,0,0,0
run524,20260123_220417,0,0,0,0
run524,20260123_220417,1,1,0,1
run524,20260123_220417,2,5,0,5
run524,20260123_220417,3,0,0,0
run524,20260123_220417,4,1,0,1
run524,20260123_220417,5,1,0,1
run524,20260123_220417,6,2,0,2
run524,20260123_220417,7,1,0,1
run524,20260123_220417,8,0,0,0
run524,20260123_220417,9,0,0,0
run524,20260123_220417,10,0,0,0
run524,20260123_220417,11,1,0,1
run524,20260123_220417,12,0,0,0
run524,20260123_220417,13,1,0,1
run524,20260123_220417,14,2000,0,2000
run524,20260123_220417,15,1,0,1
run524,20260123_220417,16,3,0,3
run524,20260123_220417,17,0,0,0
run524,20260123_220417,18,0,0,0
run524,20260123_220417,19,0,0,0
run525,20260123_220508,0,1949,26,1975
run525,20260123_220508,1,4,33,37
run525,20260123_220508,2,1,32,33
run525,20260123_220508,3,1,32,33
run525,20260123_220508,4,4,32,36
run525,20260123_220508,5,5,15,20
run525,20260123_220508,6,1,26,27
run525,20260123_220508,7,0,22,22
run525,20260123_220508,8,0,0,0
run525,20260123_220508,9,0,0,0
run525,20260123_220508,10,11,30,41
run525,20260123_220508,11,0,31,31
run525,20260123_220508,12,0,30,30
run525,20260123_220508,13,0,30,30
run525,20260123_220508,14,0,31,31
run525,20260123_220508,15,17,11,28
run525,20260123_220508,16,5,21,26
run525,20260123_220508,17,1,10,11
run525,20260123_220508,18,0,0,0
run525,20260123_220508,19,0,0,0
run526,20260123_220556,0,1,0,1
run526,20260123_220556,1,5,0,5
run526,20260123_220556,2,1,0,1
run526,20260123_220556,3,2001,0,2001
run526,20260123_220556,4,2,0,2
run526,20260123_220556,5,3,0,3
run526,20260123_220556,6,0,0,0
run526,20260123_220556,7,1,0,1
run526,20260123_220556,8,0,0,0
run526,20260123_220556,9,0,0,0
run526,20260123_220556,10,0,0,0
run526,20260123_220556,11,1,0,1
run526,20260123_220556,12,1,0,1
run526,20260123_220556,13,1,0,1
run526,20260123_220556,14,1,0,1
run526,20260123_220556,15,0,0,0
run526,20260123_220556,16,2,0,2
run526,20260123_220556,17,0,0,0
run526,20260123_220556,18,0,0,0
run526,20260123_220556,19,0,0,0
run527,20260123_220644,0,1,0,1
run527,20260123_220644,1,1125,0,1125
run527,20260123_220644,2,97,0,97
run527,20260123_220644,3,880,0,880
run527,20260123_220644,4,0,0,0
run527,20260123_220644,5,0,0,0
run527,20260123_220644,6,1,0,1
run527,20260123_220644,7,0,0,0
run527,20260123_220644,8,0,0,0
run527,20260123_220644,9,0,0,0
run527,20260123_220644,10,2,0,2
run527,20260123_220644,11,0,0,0
run527,20260123_220644,12,1,0,1
run527,20260123_220644,13,1,0,1
run527,20260123_220644,14,1,0,1
run527,20260123_220644,15,1,0,1
run527,20260123_220644,16,2,0,2
run527,20260123_220644,17,1,0,1
run527,20260123_220644,18,0,0,0
run527,20260123_220644,19,0,0,0
run528,20260123_220732,0,1,1,2
run528,20260123_220732,1,96,0,96
run528,20260123_220732,2,5,0,5
run528,20260123_220732,3,1015,0,1015
run528,20260123_220732,4,204,0,204
run528,20260123_220732,5,864,25,889
run528,20260123_220732,6,0,0,0
run528,20260123_220732,7,1,0,1
run528,20260123_220732,8,0,0,0
run528,20260123_220732,9,0,0,0
run528,20260123_220732,10,0,0,0
run528,20260123_220732,11,0,0,0
run528,20260123_220732,12,0,0,0
run528,20260123_220732,13,2,0,2
run528,20260123_220732,14,1,0,1
run528,20260123_220732,15,2,0,2
run528,20260123_220732,16,1,1,2
run528,20260123_220732,17,0,1,1
run528,20260123_220732,18,0,0,0
run528,20260123_220732,19,0,0,0
run529,20260123_220821,0,1,0,1
run529,20260123_220821,1,2,0,2
run529,20260123_220821,2,3,0,3
run529,20260123_220821,3,1532,0,1532
run529,20260123_220821,4,3,0,3
run529,20260123_220821,5,3,0,3
run529,20260123_220821,6,0,0,0
run529,20260123_220821,7,0,0,0
run529,20260123_220821,8,0,0,0
run529,20260123_220821,9,0,0,0
run529,20260123_220821,10,468,0,468
run529,20260123_220821,11,0,0,0
run529,20260123_220821,12,0,0,0
run529,20260123_220821,13,0,0,0
run529,20260123_220821,14,1,0,1
run529,20260123_220821,15,2,0,2
run529,20260123_220821,16,3,0,3
run529,20260123_220821,17,0,0,0
run529,20260123_220821,18,0,0,0
run529,20260123_220821,19,0,0,0
run529,20260123_220820,0,1,0,1
run529,20260123_220820,1,2,0,2
run529,20260123_220820,2,3,0,3
run529,20260123_220820,3,1532,0,1532
run529,20260123_220820,4,3,0,3
run529,20260123_220820,5,3,0,3
run529,20260123_220820,6,0,0,0
run529,20260123_220820,7,0,0,0
run529,20260123_220820,8,0,0,0
run529,20260123_220820,9,0,0,0
run529,20260123_220820,10,468,0,468
run529,20260123_220820,11,0,0,0
run529,20260123_220820,12,0,0,0
run529,20260123_220820,13,0,0,0
run529,20260123_220820,14,1,0,1
run529,20260123_220820,15,2,0,2
run529,20260123_220820,16,3,0,3
run529,20260123_220820,17,0,0,0
run529,20260123_220820,18,0,0,0
run529,20260123_220820,19,0,0,0
run53,20260123_153808,0,0,0,0
run53,20260123_153808,1,1,0,1
run53,20260123_153808,2,1,0,1
run53,20260123_153808,3,1,0,1
run53,20260123_153808,4,1,0,1
run53,20260123_153808,5,1,0,1
run53,20260123_153808,6,0,0,0
run53,20260123_153808,7,1,0,1
run53,20260123_153808,8,0,0,0
run53,20260123_153808,9,0,0,0
run53,20260123_153808,10,0,0,0
run53,20260123_153808,11,1,0,1
run53,20260123_153808,12,0,0,0
run53,20260123_153808,13,2,0,2
run53,20260123_153808,14,2,0,2
run53,20260123_153808,15,2001,0,2001
run53,20260123_153808,16,0,0,0
run53,20260123_153808,17,0,0,0
run53,20260123_153808,18,0,0,0
run53,20260123_153808,19,0,0,0
run530,20260123_220908,0,1,0,1
run530,20260123_220908,1,0,0,0
run530,20260123_220908,2,1,0,1
run530,20260123_220908,3,0,0,0
run530,20260123_220908,4,3,0,3
run530,20260123_220908,5,1,0,1
run530,20260123_220908,6,2,0,2
run530,20260123_220908,7,0,0,0
run530,20260123_220908,8,0,0,0
run530,20260123_220908,9,0,0,0
run530,20260123_220908,10,1,0,1
run530,20260123_220908,11,1,0,1
run530,20260123_220908,12,1,0,1
run530,20260123_220908,13,1,0,1
run530,20260123_220908,14,0,0,0
run530,20260123_220908,15,2000,0,2000
run530,20260123_220908,16,2,0,2
run530,20260123_220908,17,0,0,0
run530,20260123_220908,18,0,0,0
run530,20260123_220908,19,0,0,0
run531,20260123_221000,0,2,0,2
run531,20260123_221000,1,0,0,0
run531,20260123_221000,2,6,0,6
run531,20260123_221000,3,0,0,0
run531,20260123_221000,4,1,0,1
run531,20260123_221000,5,0,0,0
run531,20260123_221000,6,2,0,2
run531,20260123_221000,7,2,0,2
run531,20260123_221000,8,0,0,0
run531,20260123_221000,9,0,0,0
run531,20260123_221000,10,1,0,1
run531,20260123_221000,11,1,0,1
run531,20260123_221000,12,2,0,2
run531,20260123_221000,13,1462,0,1462
run531,20260123_221000,14,3,0,3
run531,20260123_221000,15,507,0,507
run531,20260123_221000,16,31,0,31
run531,20260123_221000,17,1,0,1
run531,20260123_221000,18,0,0,0
run531,20260123_221000,19,0,0,0
run532,20260123_221048,0,0,0,0
run532,20260123_221048,1,0,0,0
run532,20260123_221048,2,4,0,4
run532,20260123_221048,3,2,0,2
run532,20260123_221048,4,1,0,1
run532,20260123_221048,5,2001,0,2001
run532,20260123_221048,6,1,0,1
run532,20260123_221048,7,0,0,0
run532,20260123_221048,8,0,0,0
run532,20260123_221048,9,0,0,0
run532,20260123_221048,10,3,0,3
run532,20260123_221048,11,0,0,0
run532,20260123_221048,12,0,0,0
run532,20260123_221048,13,1,0,1
run532,20260123_221048,14,1,0,1
run532,20260123_221048,15,0,0,0
run532,20260123_221048,16,2,0,2
run532,20260123_221048,17,0,0,0
run532,20260123_221048,18,0,0,0
run532,20260123_221048,19,0,0,0
run533,20260123_221136,0,52,0,52
run533,20260123_221136,1,0,0,0
run533,20260123_221136,2,5,0,5
run533,20260123_221136,3,0,0,0
run533,20260123_221136,4,0,0,0
run533,20260123_221136,5,2,0,2
run533,20260123_221136,6,0,1,1
run533,20260123_221136,7,2,1,3
run533,20260123_221136,8,0,0,0
run533,20260123_221136,9,0,0,0
run533,20260123_221136,10,5,1,6
run533,20260123_221136,11,0,1,1
run533,20260123_221136,12,80,1,81
run533,20260123_221136,13,1,1,2
run533,20260123_221136,14,0,1,1
run533,20260123_221136,15,3,0,3
run533,20260123_221136,16,1,0,1
run533,20260123_221136,17,482,0,482
run533,20260123_221136,18,0,0,0
run533,20260123_221136,19,0,0,0
run534,20260123_221224,0,1,0,1
run534,20260123_221224,1,0,0,0
run534,20260123_221224,2,1,0,1
run534,20260123_221224,3,1,0,1
run534,20260123_221224,4,1,0,1
run534,20260123_221224,5,0,0,0
run534,20260123_221224,6,0,0,0
run534,20260123_221224,7,1,0,1
run534,20260123_221224,8,0,0,0
run534,20260123_221224,9,0,0,0
run534,20260123_221224,10,2,0,2
run534,20260123_221224,11,1999,0,1999
run534,20260123_221224,12,1,0,1
run534,20260123_221224,13,2,0,2
run534,20260123_221224,14,0,0,0
run534,20260123_221224,15,1,0,1
run534,20260123_221224,16,1,0,1
run534,20260123_221224,17,0,0,0
run534,20260123_221224,18,0,0,0
run534,20260123_221224,19,0,0,0
run535,20260123_221312,0,0,0,0
run535,20260123_221312,1,0,0,0
run535,20260123_221312,2,3,0,3
run535,20260123_221312,3,0,0,0
run535,20260123_221312,4,1,0,1
run535,20260123_221312,5,2001,0,2001
run535,20260123_221312,6,1,0,1
run535,20260123_221312,7,0,0,0
run535,20260123_221312,8,0,0,0
run535,20260123_221312,9,0,0,0
run535,20260123_221312,10,1,0,1
run535,20260123_221312,11,0,0,0
run535,20260123_221312,12,0,0,0
run535,20260123_221312,13,2,0,2
run535,20260123_221312,14,3,0,3
run535,20260123_221312,15,0,0,0
run535,20260123_221312,16,1,0,1
run535,20260123_221312,17,0,0,0
run535,20260123_221312,18,0,0,0
run535,20260123_221312,19,0,0,0
run536,20260123_221404,0,0,0,0
run536,20260123_221404,1,1,0,1
run536,20260123_221404,2,4,0,4
run536,20260123_221404,3,1,0,1
run536,20260123_221404,4,1,0,1
run536,20260123_221404,5,0,0,0
run536,20260123_221404,6,1,0,1
run536,20260123_221404,7,0,0,0
run536,20260123_221404,8,0,0,0
run536,20260123_221404,9,0,0,0
run536,20260123_221404,10,2000,0,2000
run536,20260123_221404,11,1,0,1
run536,20260123_221404,12,1,0,1
run536,20260123_221404,13,1,0,1
run536,20260123_221404,14,2,0,2
run536,20260123_221404,15,3,0,3
run536,20260123_221404,16,2,0,2
run536,20260123_221404,17,1,0,1
run536,20260123_221404,18,0,0,0
run536,20260123_221404,19,0,0,0
run537,20260123_221452,0,0,0,0
run537,20260123_221452,1,1,0,1
run537,20260123_221452,2,0,0,0
run537,20260123_221452,3,0,0,0
run537,20260123_221452,4,2,0,2
run537,20260123_221452,5,0,0,0
run537,20260123_221452,6,1,0,1
run537,20260123_221452,7,0,0,0
run537,20260123_221452,8,0,0,0
run537,20260123_221452,9,0,0,0
run537,20260123_221452,10,1,0,1
run537,20260123_221452,11,1,0,1
run537,20260123_221452,12,3,0,3
run537,20260123_221452,13,1,0,1
run537,20260123_221452,14,0,0,0
run537,20260123_221452,15,2001,0,2001
run537,20260123_221452,16,1,0,1
run537,20260123_221452,17,0,0,0
run537,20260123_221452,18,0,0,0
run537,20260123_221452,19,0,0,0
run538,20260123_221544,0,1,0,1
run538,20260123_221544,1,1,0,1
run538,20260123_221544,2,2,0,2
run538,20260123_221544,3,0,0,0
run538,20260123_221544,4,2,0,2
run538,20260123_221544,5,3,0,3
run538,20260123_221544,6,0,0,0
run538,20260123_221544,7,0,0,0
run538,20260123_221544,8,0,0,0
run538,20260123_221544,9,0,0,0
run538,20260123_221544,10,2,0,2
run538,20260123_221544,11,4,0,4
run538,20260123_221544,12,1049,0,1049
run538,20260123_221544,13,953,0,953
run538,20260123_221544,14,2,0,2
run538,20260123_221544,15,2,0,2
run538,20260123_221544,16,1,0,1
run538,20260123_221544,17,0,0,0
run538,20260123_221544,18,0,0,0
run538,20260123_221544,19,0,0,0
run539,20260123_221632,0,0,0,0
run539,20260123_221632,1,1,0,1
run539,20260123_221632,2,2,0,2
run539,20260123_221632,3,2,0,2
run539,20260123_221632,4,0,0,0
run539,20260123_221632,5,1,0,1
run539,20260123_221632,6,1,0,1
run539,20260123_221632,7,0,0,0
run539,20260123_221632,8,0,0,0
run539,20260123_221632,9,0,0,0
run539,20260123_221632,10,0,0,0
run539,20260123_221632,11,0,0,0
run539,20260123_221632,12,1,0,1
run539,20260123_221632,13,0,0,0
run539,20260123_221632,14,0,0,0
run539,20260123_221632,15,2,0,2
run539,20260123_221632,16,2,0,2
run539,20260123_221632,17,0,0,0
run539,20260123_221632,18,0,0,0
run539,20260123_221632,19,0,0,0
run54,20260123_153856,0,1943,19,1962
run54,20260123_153856,1,1,26,27
run54,20260123_153856,2,0,25,25
run54,20260123_153856,3,1,24,25
run54,20260123_153856,4,1,24,25
run54,20260123_153856,5,5,12,17
run54,20260123_153856,6,0,22,22
run54,20260123_153856,7,0,15,15
run54,20260123_153856,8,0,0,0
run54,20260123_153856,9,0,2,2
run54,20260123_153856,10,10,24,34
run54,20260123_153856,11,6,24,30
run54,20260123_153856,12,2,24,26
run54,20260123_153856,13,0,24,24
run54,20260123_153856,14,0,24,24
run54,20260123_153856,15,7,11,18
run54,20260123_153856,16,5,18,23
run54,20260123_153856,17,0,7,7
run54,20260123_153856,18,0,0,0
run54,20260123_153856,19,0,0,0
run540,20260123_221720,0,0,0,0
run540,20260123_221720,1,1,10,11
run540,20260123_221720,2,1,10,11
run540,20260123_221720,3,2,10,12
run540,20260123_221720,4,2,10,12
run540,20260123_221720,5,1,309,310
run540,20260123_221720,6,2,0,2
run540,20260123_221720,7,0,0,0
run540,20260123_221720,8,0,0,0
run540,20260123_221720,9,1,0,1
run540,20260123_221720,10,1,0,1
run540,20260123_221720,11,2,0,2
run540,20260123_221720,12,0,0,0
run540,20260123_221720,13,2,0,2
run540,20260123_221720,14,1,0,1
run540,20260123_221720,15,0,0,0
run540,20260123_221720,16,2,0,2
run540,20260123_221720,17,0,0,0
run540,20260123_221720,18,0,0,0
run540,20260123_221720,19,0,0,0
run541,20260123_221808,0,0,0,0
run541,20260123_221808,1,1,0,1
run541,20260123_221808,2,2,0,2
run541,20260123_221808,3,584,0,584
run541,20260123_221808,4,1416,0,1416
run541,20260123_221808,5,2,0,2
run541,20260123_221808,6,0,0,0
run541,20260123_221808,7,0,0,0
run541,20260123_221808,8,0,0,0
run541,20260123_221808,9,0,0,0
run541,20260123_221808,10,1,0,1
run541,20260123_221808,11,0,0,0
run541,20260123_221808,12,0,0,0
run541,20260123_221808,13,1,0,1
run541,20260123_221808,14,2,0,2
run541,20260123_221808,15,1,0,1
run541,20260123_221808,16,0,0,0
run541,20260123_221808,17,0,0,0
run541,20260123_221808,18,0,0,0
run541,20260123_221808,19,0,0,0
run542,20260123_221856,0,2,0,2
run542,20260123_221856,1,2,0,2
run542,20260123_221856,2,2,0,2
run542,20260123_221856,3,2000,0,2000
run542,20260123_221856,4,0,0,0
run542,20260123_221856,5,0,0,0
run542,20260123_221856,6,0,0,0
run542,20260123_221856,7,0,1,1
run542,20260123_221856,8,0,0,0
run542,20260123_221856,9,0,0,0
run542,20260123_221856,10,1,1,2
run542,20260123_221856,11,0,1,1
run542,20260123_221856,12,1,1,2
run542,20260123_221856,13,0,1,1
run542,20260123_221856,14,1,1,2
run542,20260123_221856,15,0,0,0
run542,20260123_221856,16,4,0,4
run542,20260123_221856,17,0,0,0
run542,20260123_221856,18,0,0,0
run542,20260123_221856,19,0,0,0
run543,20260123_221944,0,23,0,23
run543,20260123_221944,1,3,0,3
run543,20260123_221944,2,44,0,44
run543,20260123_221944,3,4,0,4
run543,20260123_221944,4,1,0,1
run543,20260123_221944,5,4,0,4
run543,20260123_221944,6,1,1,2
run543,20260123_221944,7,1998,1,1999
run543,20260123_221944,8,0,0,0
run543,20260123_221944,9,0,0,0
run543,20260123_221944,10,1,1,2
run543,20260123_221944,11,0,1,1
run543,20260123_221944,12,1,1,2
run543,20260123_221944,13,1,1,2
run543,20260123_221944,14,0,1,1
run543,20260123_221944,15,1,0,1
run543,20260123_221944,16,0,0,0
run543,20260123_221944,17,0,0,0
run543,20260123_221944,18,0,0,0
run543,20260123_221944,19,0,0,0
run544,20260123_222036,0,1,0,1
run544,20260123_222036,1,1,0,1
run544,20260123_222036,2,2,0,2
run544,20260123_222036,3,2,0,2
run544,20260123_222036,4,2,0,2
run544,20260123_222036,5,3,0,3
run544,20260123_222036,6,1718,0,1718
run544,20260123_222036,7,1,0,1
run544,20260123_222036,8,0,0,0
run544,20260123_222036,9,0,0,0
run544,20260123_222036,10,0,0,0
run544,20260123_222036,11,1,0,1
run544,20260123_222036,12,0,0,0
run544,20260123_222036,13,0,0,0
run544,20260123_222036,14,1,0,1
run544,20260123_222036,15,0,0,0
run544,20260123_222036,16,3,0,3
run544,20260123_222036,17,0,0,0
run544,20260123_222036,18,0,0,0
run544,20260123_222036,19,0,0,0
run545,20260123_222124,0,0,0,0
run545,20260123_222124,1,1,0,1
run545,20260123_222124,2,4,0,4
run545,20260123_222124,3,1,0,1
run545,20260123_222124,4,2,0,2
run545,20260123_222124,5,2,0,2
run545,20260123_222124,6,1720,0,1720
run545,20260123_222124,7,0,0,0
run545,20260123_222124,8,0,0,0
run545,20260123_222124,9,0,0,0
run545,20260123_222124,10,1,0,1
run545,20260123_222124,11,1,0,1
run545,20260123_222124,12,0,0,0
run545,20260123_222124,13,1,0,1
run545,20260123_222124,14,1,0,1
run545,20260123_222124,15,1,0,1
run545,20260123_222124,16,1,0,1
run545,20260123_222124,17,0,0,0
run545,20260123_222124,18,0,0,0
run545,20260123_222124,19,0,0,0
run546,20260123_222212,0,3,1,4
run546,20260123_222212,1,1303,1,1304
run546,20260123_222212,2,1,1,2
run546,20260123_222212,3,696,1,697
run546,20260123_222212,4,2,1,3
run546,20260123_222212,5,1,0,1
run546,20260123_222212,6,1,0,1
run546,20260123_222212,7,1,0,1
run546,20260123_222212,8,0,0,0
run546,20260123_222212,9,0,0,0
